Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
1480319715712788,Itabira,MG,Brasil,Ministério da Educação
1494732192723550,Volta Redonda,RJ,Brasil,Universidade Federal de Ouro Preto
1506020541413462,Rio de Janeiro,RJ,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
1522159254378282,Conselheiro Lafaiete,MG,Brasil,Centro Universitário UNA
1526280811638726,Belo Horizonte,MG,Brasil,Tropos Lab
1531336434793235,Belo Horizonte,MG,Brasil,SESI - Departamento Regional de Minas Gerais
1554075027939148,Belo Horizonte,MG,Brasil,Sinergia Engenharia e Consultoria LTDA,Belo Horizonte,MG,Brasil
1563638040146269,Belo Horizonte,MG,Brasil,Desenharqui Jr.
1573980895176708,Santo Antônio do Monte,MG,Brasil,Universidade Federal de Minas Gerais
,São Paulo,SP,Brasil,Faculdade Pitágoras
1593442852811984,Belo Horizonte,MG,Brasil,Samarco Mineração SA,Mariana,MG,Brasil
1599776456677986,Bom Despacho,MG,Brasil,Petróleo Brasileiro S.A.,Rio de Janeiro,RJ,Brasil
1601775261467908,Belo Horizonte,MG,Brasil,Mereo Consulting
1622103014584344,Oliveira,MG,Brasil,Serviço Nacional de Aprendizagem Comercial - SENAC Minas
1669829122518965,Araxá,MG,Brasil,Universidade Federal de Minas Gerais
1683584979545655,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
1692444921140698,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
1695707605370505,Rio Grande,RS,Brasil,"Laboratório 3SR - SOLS, SOLIDES, STRUCTURES, RISQUES"
1697360854483129,Belo Horizonte,MG,Brasil,Vallourec & Mannesmann Tubes (MG),Belo Horizonte,MG,Brasil
1708297195616563,,,Brasil,Fiat Automoveis - Matriz,Betim,MG,Brasil
1711504085932462,CONTAGEM,MG,Brasil,Escola Estadual Governador Israel Pinheiro
1718222468226498,Belo Horizonte,MG,Brasil,Instituto Mineiro de Educação e Cultura UNI-BH S/A,Belo Horizonte,MG,Brasil
,Recife,PE,Brasil,Prefeitura Municipal de Vitória,Vitoria,ES,Brasil
1761688035064573,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
1766876176174618,Belo Horizonte,MG,Brasil,Universidade Tecnológica Federal do Paraná,Toledo,PR,Brasil
1772897691730340,Divinópolis,MG,Brasil,Universidade de Brasília,Brasília,DF,Brasil
,Carmo do Paranaíba,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
1800299836312312,Botucatu,SP,Brasil,Empresa Brasileira de Pesquisa Agropecuária
1809518323486161,Belo Horizonte,MG,Brasil,
1827976076406922,Belo Horizonte,MG,Brasil,Rede Metrológica de Minas Gerais,Belo Horizonte,MG,Brasil
1852118704083716,Curitiba,PB,Brasil,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",Brasilia,DF,Brasil
1877364237481935,Itabirito,MG,Brasil,Universidade Federal de Ouro Preto
1878516283257586,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
1901604582280255,Bambuí,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
1906169396242615,Belo Horizonte,MG,Brasil,Fiat Automoveis - Matriz
1917756701553236,Belo Horizonte,MG,Brasil,Colégio Noeme Campos
1937277722088735,Belo Horizonte,MG,Brasil,Fiat Automoveis - Matriz,Betim,MG,Brasil
1964961104813698,Contagem,MG,Brasil,Hoppe Arquitetura,Belo Horizonte,MG,Brasil
1974028012630476,Congonhas,MG,Brasil,RHI Refratários do Brasil LTDA,Belo Horizonte,MG,Brasil
1975444042516112,Contagem,MG,Brasil,Fundação de Desenvolvimento da Pesquisa
1978817265232430,Belo Horizonte,MG,Brasil,Fundação Ezequiel Dias,Belo Horizonte,MG,Brasil
1986189336156013,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
2003401420560517,Divinópolis,MG,Brasil,Universidade Federal do Recôncavo da Bahia,Cruz das Almas,BA,Brasil
2008583007374238,Belo Horizonte,MG,Brasil,Gerdau Aços Brasil
2008935354036411,Belo Horizonte,MG,Brasil,Paspartú Arquitetura e Urbanismo LTDA.
2010876706967166,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
2013963210183179,Belo Horizonte,MG,Brasil,Universidade Federal de Viçosa
2024659554070706,Oliveira,MG,Brasil,Universidade Federal de Minas Gerais
2032947203562412,Belo Horizonte,MG,Brasil,Softruck Brasil Desenvolvimento de Software Ltda.
2040000266243045,Belo Horizonte,MG,Brasil,Fundação para Inovações Tecnológicas,Belo Horizonte,MG,Brasil
2048913618387088,,,Brasil,Prefeitura Municipal de Belo Horizonte
2051644230081507,Dores do Indaiá,MG,Brasil,Universidade Federal de São João Del-Rei
2069887726693313,Belo Horizonte,MG,Brasil,Tribunal de justiça de Minas Gerais,Belo Horizonte,MG,Brasil
2091585655985040,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
2096918951262044,Belo Horizonte,MG,Brasil,Faculdade Kennedy
2123325509234959,Rio de Janeiro,RJ,Brasil,Faculdade Pedro II,Belo Horizonte,MG,Brasil
2124125370924596,Belo Horizonte,MG,Brasil,Instituto Federal de Brasília,Brasília,DF,Brasil
2125546646444157,Belo Horizonte,MG,Brasil,AeC Relacionamento com Responsabilidade
2126910460058187,Contagem,MG,Brasil,Faculdade Pitágoras,Betim,MG,Brasil
2131079198730245,Araxá,MG,Brasil,Universidade Federal de Uberlândia
2140526622503930,BELO HORIZONTE,MG,Brasil,SM&A Sistemas Elétricos Ltda,Belo Horizonte,MG,Brasil
2144149959344678,Itabira,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
2194075706857465,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
2197857899640188,Belo Horizonte,MG,Brasil,Projelet - Projetos de Sistemas Prediais
2230569940607272,Piracicaba,SP,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
2242832990672701,belo horizonte,MG,Brasil,Teksid do Brasil
2256417926529064,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Belo Horizonte,Belo Horizonte,MG,Brasil
2259523861506972,Sete Lagoas,MG,Brasil,Aperam Inox América do Sul S.A.,Timóteo,MG,Brasil
2269931395821473,Porciúncula,RJ,Brasil,Universidade Federal de Minas Gerais
2281677922123765,Belo Horizonte,MG,Brasil,Fundação Nacional de Saúde - Presidência
2291473631517096,Divinópolis,MG,Brasil,Adcon Administração e Conservação
2301283352020272,Brumadinho,MG,Brasil,Herkenhoff & Prates Consultores,Belo Horizonte,MG,Brasil
2312510245320635,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
2317350962670171,Belo Horizonte,MG,Brasil,Centro Universitário de Belo Horizonte
2318204298009091,,,Brasil,"Fundação Coordenação de Projetos, Pesquisas e Estudos Tecnológicos"
2321273492529746,Divinópolis,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
2336962444197912,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
2337135115128990,Belo Horizonte,MG,Brasil,Universidade Federal de São João Del-Rei,Ouro Branco,MG,Brasil
2350119548436236,Belo Horizonte,MG,Brasil,Petróleo Brasileiro - Rio de Janeiro - Matriz
2361965786456118,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
2362826914286436,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
2391912231168813,Belo Horizonte,MG,Brasil,Ministerio Público do Estado de Minas Gerais
2417788526791168,Ponte Nova,MG,Brasil,"Fundação Instituto Capixaba de Pesq. em Contabilidade, Economia e Finanças"
2429767768059385,Belo Horizonte,MG,Brasil,NEOTEK Soluções Ltda
2432976251621877,Belo Horizonte,MG,Brasil,Freitas Ferraz Capuruço Braichi Riccio Advogados,Belo Horizonte,MG,Brasil
2434973049449697,,,Brasil,
2437383978229180,Belo Horizonte,MG,Brasil,Universidade Federal do Espírito Santo,Vitória,ES,Brasil
2446943634856402,Belo Horizonte,MG,Brasil,Cancha Assessoria de Imprensa
2467941813586075,Belo Horizonte,MG,Brasil,Escola Estadual Juscelino Kubitschek de Oliveira,Belo Horizonte,MG,Brasil
2468792848483452,Franciscópolis,MG,Brasil,Universidade de São Paulo,São Carlos,SP,Brasil
2470042161529791,Belo Horizonte,MG,Brasil,
2471503682452382,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
2480407038263678,,,Brasil,Autonoma
2483745886634477,Belo Horizonte,MG,Brasil,Secretaria de Municipal de Saúde de Belo Horizonte,Belo Horizonte,MG,Brasil
2487492878268160,Petrópolis,RJ,Brasil,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca
2494588320470479,FLORESTAL,MG,Brasil,Universidade Federal de Viçosa - Campus Florestal,Florestal,MG,Brasil
2524314931218984,Sao Bras do Suacui,MG,Brasil,Sem vinculo institucional
2548727602635452,Araxá,MG,Brasil,Companhia Brasileira de Metalurgia e Mineração
2549378970906577,Belo Horizonte,MG,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
2555908268730075,Belo Horizonte,MG,Brasil,CONECTE PROJETOS DE ENGENHARIA LTDA,Belo Horizonte,MG,Brasil
2558404482883025,Belo Horizonte,MG,Brasil,Faculdades Integradas Pitágoras
2577360384787579,Barbacena,MG,Brasil,Universidade FUMEC,Belo Horizonte,MG,Brasil
2596213555339570,Conselheiro Lafaiete,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
2599853927123474,São Lourenço,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",Araguaína,TO,Brasil
2600979663428736,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
2616184412589663,Nove Delhi,,Índia,Centro Federal de Educação Tecnológica de Minas Gerais
2641335528469578,Belo Horizonte,MG,Brasil,Escola Estadual Bueno Brandão
2654167464300189,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
2656935769884783,,,Brasil,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
2657611997561984,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
2660987045115947,Belo Horizonte,MG,Brasil,Tribunal de justiça de Minas Gerais,Belo Horizonte,MG,Brasil
2667669614557121,,,Brasil,Betania Tanure Associados
2670482696285478,Belo Horizonte,MG,Brasil,Polícia Militar de Minas Gerais
2690197411054973,Bom Sucesso,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Nepomuceno,MG,Brasil
2690211893110047,Itabirito,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
2694859947129032,Bicas,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
2714652578820025,Divinópolis,MG,Brasil,Instituto Federal Minas Gerais
2721065690935025,Cataguases,MG,Brasil,Universidade Federal de Juiz de Fora
2729510253982265,,,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
2732440063809244,Belo Horizonte,MG,Brasil,Centro de Inovação e Tecnologia SENAI FIEMG - Campus CETEC,Belo Horizonte,MG,Brasil
2752092709946949,,,Brasil,Escola Estadual Padre José Venâncio,Pains,MG,Brasil
2767706831655403,Ipatinga,MG,Brasil,Centro Universitário UNA,Belo Horizonte,MG,Brasil
2773267607623633,Timóteo,MG,Brasil,Instituto Federal de Educação Ciência e Tecnologia do Norte de Minas Gerais,Teófilo Otoni,MG,Brasil
2778009120055196,Itabira,MG,Brasil,GeBrax Soluções em energia Ltda
2782049353679342,Belo horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
2802399195435082,Betim,MG,Brasil,Colégio Santo Agostinho ? Unidade Belo Horizonte
2818379217420655,Belo Horizonte,MG,Brasil,Faculdades Kennedy,Belo Horizonte,MG,Brasil
2824296616017570,Pará de Minas,MG,Brasil,Instituto Federal do Sudeste de Minas Gerais
2835266110749495,Belo Horizonte,MG,Brasil,Católica do tocantins,Palmas,TO,Brasil
2839995315735632,Sete Lagoas,MG,Brasil,Magneti Marelli Sistemas Automotivos - Iluminação Automotiva
2848936013056351,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
2851917653284186,Belo Horizonte,MG,Brasil,
2858668822338393,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
2861453536925755,Belo Horizonte,MG,Brasil,Ministério da Fazenda,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Soares & Damas Engenharia e Arquitetura,Belo Horizonte,MG,Brasil
2878208054935485,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
2926412944129786,Vitória,ES,Brasil,Rede Municipal de Ensino de Belo Horizonte,Belo Horizonte,MG,Brasil
2946853022703193,Rio de Janeiro,RJ,Brasil,Autêntica Editora
2956897481921887,Contagem,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
3026403097875947,Ponte Nova,MG,Brasil,Instituto Federal  Minas Gerais,Congonhas,MG,Brasil
,Belo Horizonte,MG,Brasil,Companhia Energética de Minas Gerais S/A,Belo Horizonte,MG,Brasil
3042356812432667,Belo Horizonte,MG,Brasil,Companhia Energética de Minas Gerais S/A,Belo Horizonte,MG,Brasil
3048099949712724,Itaúna,MG,Brasil,Universidade Tecnológica Federal do Paraná,Pato Branco,PR,Brasil
3075025705902911,Belo Horizonte,MG,Brasil,Universidade Federal do Rio Grande do Sul
3080599323067847,Paracatu,MG,Brasil,Colégio Logosófico González Pecotche,Belo Horizonte,MG,Brasil
3098381679699211,Belo Horizonte,MG,Brasil,Le Wagon
,Moema,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3106151966029247,São João Del Rei,MG,Brasil,Companhia Energética de Minas Gerais
3114089977536821,,,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3115225888349665,,,Brasil,IMAX ENERGIA
3129525430267816,BETIM,MG,Brasil,PREFEITURA MUNICIPAL DE BETIM,Betim,MG,Brasil
3131498194646775,Belo Horizonte,MG,Brasil,Instituto Elo,Belo Horizonte,MG,Brasil
3142050074622017,Belo Horizonte,MG,Brasil,Sudecap - Superintendencia de Desenvolvimento da Capital
3158704432920178,,,Brasil,Universidade Federal de São João Del-Rei,Sete Lagoas,MG,Brasil
3158753093842978,,,Brasil,E.E João Guimarães Rosa
3161727419447110,Araxá,MG,Brasil,Benemérita Universidad Autónoma de Puebla
3166994571342750,Pará de Minas,MG,Brasil,Centro Universitário do Leste de Minas Gerais,Coronel Fabriciano,MG,Brasil
3168868452701067,Belo Horizonte,MG,Brasil,Universidade do Estado de Minas Gerais
3173930764867082,Belo Horizonte,MG,Brasil,Instituto Estadual de Meio Ambiente e Recursos Hídricos,Cariacica,ES,Brasil
3173964416432908,,,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
,BAMBUÍ,MG,Brasil,Centro Técnico Aeroespacial,Sao Jose dos Campos,SP,Brasil
3181876782200410,,,Brasil,Vale S.A.
,Campo Belo,MG,Brasil,Universidade Federal do Rio de Janeiro,,,
3197122630312424,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3203145710884215,Sete Lagoas,MG,Brasil,IVECO LATIN AMERICA,Sete Lagoas,MG,Brasil
3207345742868764,BELO HORIZONTE,MG,Brasil,SECRETARIA MUNICIPAL DE SAÚDE DE BELO HORIZONTE,Belo Horizonte,MG,Brasil
3214643130733589,Araguari,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3215532991560405,Belo Horizonte,MG,Brasil,
3217464806402403,Belo Horizonte,MG,Brasil,Instituto Nacional do Seguro Social,Belo Horizonte,MG,Brasil
3227613632772410,Divinópolis,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
3235303599180562,Abaeté,MG,Brasil,Instituto Federal  Minas Gerais,Arcos,MG,Brasil
3247455631640819,Itapecerica,MG,Brasil,Plataforma Vogue
3272607526465335,BELO HORIZONTE,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
3273779184595286,Belo Horizonte,MG,Brasil,Fundação de Amparo à Pesquisa do Estado de Minas Gerais
3284743091588125,São Paulo,SP,Brasil,FUNDEP - Projovem Urbano
3290426711406474,Contagem,MG,Brasil,Escola Estadual Nair Mendes Moreira
3290432533213763,Lokossa,,Benin,Centro Federal de Educação Tecnológica de Minas Gerais
3314237108804495,,,Brasil,Vale S.A.
3332645418619207,Belo Horizonte,MG,Brasil,VALE
3355393240818862,Ipatinga,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais"
3357695743214577,Cuiaba,MT,Brasil,Instituto Federal de Educação Ciência e Tecnologia do Norte de Minas Gerais
3361523755118039,Araxá,MG,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Rio Claro,SP,Brasil
3374333308607200,Almadina,BA,Brasil,Universidade Federal do Recôncavo da Bahia
3380668710552543,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Petróleo Brasileiro - Rio de Janeiro - Matriz,Rio de Janeiro,RJ,Brasil
3383857805480022,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
3384017730127280,Caratinga,MG,Brasil,Instituto Militar de Engenharia,Rio de Janeiro,RJ,Brasil
3384643294915980,Belo Horizonte,MG,Brasil,Secretaria de Educação
3389395334818755,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3401132872711275,Contagem,MG,Brasil,Edições SM Brasil
3429080587969176,Formiga,MG,Brasil,Fundação Universidade de Itaúna,Itaúna,MG,Brasil
3438020715507946,,,Brasil,CEMIG Distribuidora,Belo Horizonte,MG,Brasil
3446009953521845,Belo Horizonte,MG,Brasil,CEMIG Distribuidora,Belo Horizonte,MG,Brasil
3454080611072557,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Iconha,ES,Brasil,Centro Federal de Educação Tecnológica do Espírito Santo,Vitoria,ES,Brasil
3483687738272208,Teófilo Otoni,MG,Brasil,Academia Mineira de Letras
3498608481071346,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3502657428016331,Arcos,MG,Brasil,Gottfried Wilhelm Leibniz Universität Hannover,Hannover,,Alemanha
3503602133908678,Abomey-Calavi,,Benin,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Empresa Brasileira de Aeronáutica,Sao Jose dos Campos,SP,Brasil
3530418442048073,Belo Horizonte,MG,Brasil,Fundação Centro Federal de Ensino Tecnológico de Ouro Preto,Belo Horizonte,MG,Brasil
3536800117922438,Várzea da Palma,MG,Brasil,Fundação Centro Tecnológico de Minas Gerais
3541523468092231,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
3542862014639445,Belo Horizonte,MG,Brasil,Dibigode
3549247509161138,Belo Horizonte,MG,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
3555430160971937,Belo Horizonte,MG,Brasil,MATTIOLI CONSULTORIA & ASSESSORIA TÉCNICA LTDA
3561699656523437,,,Brasil,Secretaria de Estado da Educação
3566463770625927,São Paulo,SP,Brasil,Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK,Diamantina,MG,Brasil
3588164145173921,Araxá,MG,Brasil,Universidade Federal de Uberlândia,Uberlandia,MG,Brasil
,Goiânia,GO,Brasil,Universidade Católica de Goiás,Goiania,GO,Brasil
3593406625771169,Raposos,MG,Brasil,Empresa de Transportes e Trânsito de Belo Horizonte,Belo Horizonte,MG,Brasil
3593500308202725,Divinópolis,MG,Brasil,Universidade Federal de Minas Gerais
3609242107296023,Belo Horizonte,MG,Brasil,UNA
3619616288788184,Belo Hotizonte,MG,Brasil,Comissão Nacional de Energia Nuclear,Belo Horizonte,MG,Brasil
3626025291113904,Belo Horizonte,MG,Brasil,Grupo IBMEC,Belo Horizonte,MG,Brasil
3633605276340350,Belo Horizonte,MG,Brasil,Vale S.A.,Belo Horizonte,MG,Brasil
3640937997185331,Belo Horizonte,MG,Brasil,Instituto Federal Minas Gerais,Sabará,MG,Brasil
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
3658730495031068,Perdões,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3678144109350942,Belo Horizonte,MG,Brasil,
3679433073010488,Cataguases,MG,Brasil,Universidade Federal de Juiz de Fora
3683951692822860,Contagem,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3701514880675300,Belo Horizonte,MG,Brasil,
3701773075891042,Iapu,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3712500889099199,Belo Horizonte,MG,Brasil,
3716560493783910,,,Brasil,Universidade Federal de Uberlândia,Ituiutaba,MG,Brasil
3732903864060193,Belo Horizonte,MG,Brasil,Vale S.A.
3741425625234448,Manaus,AM,Brasil,Laboratório Nacional Agropecuário - MG,Belo Horizonte,MG,Brasil
3746015031604765,Belo Horizonte,MG,Brasil,Universidade FUMEC,Belo Horizonte,MG,Brasil
3753152417603988,Pedro Leopoldo,MG,Brasil,Fundação João Pinheiro
3753914447020308,Santo Andre,SP,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3768762190710562,,,Brasil,Centro Universitário do Planalto de Araxá
3769103216923143,Belo Horizonte,MG,Brasil,PROLAB LABORATÓRIO DE BIOTECNOLOGIA SS LTDA
3777331908349905,Belo Horizonte,MG,Brasil,Companhia Energética de Minas Gerais S/A,Contagem,MG,Brasil
3780732438842593,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Varginha,MG,Brasil
3785560509588065,Belo Horizonte,MG,Brasil,CEDUC VIRGILIO RESI
3801109897721196,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3804277803300821,Ipatinga,MG,Brasil,Universidade Federal de Ouro Preto
3812558776956468,Rio de Janeiro,RJ,Brasil,Centro Especializado em Reforço Escolar
,Belo Horizonte,MG,Brasil,Caixa Econômica Federal,Belo Horizonte,MG,Brasil
3816004844908052,Belo Horizonte,MG,Brasil,Visual Sistemas
3816823247759562,Montes Claros,MG,Brasil,Escola Estadual Coração Eucaristico
3819123434422840,,,Brasil,Prefeitura Municipal de Belo Horizonte
3820958597707901,Diamantina,MG,Brasil,
3822621063448346,Bauru,SP,Brasil,Acervo de Livros de Artista - UFMG
3822922081587117,Contagem,MG,Brasil,Centro Universitário UNA
3827416188383499,Contagem,MG,Brasil,Universidade Federal de Minas Gerais
3860012964182208,Ibirité,MG,Brasil,Centro Universitário de Belo Horizonte,Belo Horizonte,MG,Brasil
3877179793999176,Divinópolis,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3879634832607156,Ouro Branco,MG,Brasil,Universidade Tecnológica Federal do Paraná,Toledo,PR,Brasil
3893675495288603,Belo Horizonte,MG,Brasil,Departamento de Obras Públicas do Estado de Minas Gerais,Belo Horizonte,MG,Brasil
3897316408843767,,,Brasil,Companhia Brasileira de Trens Urbanos - RJ,Rio de Janeiro,RJ,Brasil
3901100267135901,,,Brasil,Empresa Brasileira de Aeronáutica,São José dos Campos,SP,Brasil
3902921235931665,Belo Horizonte,MG,Brasil,Instituto de Alimentação Consciente e Intuitiva,Belo Horizonte,MG,Brasil
3903295289488444,Belo Horizonte,MG,Brasil,Teksid do Brasil,Betim,MG,Brasil
3912402486148097,Divinópolis,MG,Brasil,CILAMCE - Iberian-Latin-American Congress on Computational Methods in Eng.
,Belo Horizonte,MG,Brasil,
3929500794368395,Belo Horizonte,MG,Brasil,Universidade do Estado de Minas Gerais,Belo Horizonte,MG,Brasil
3934019582598385,Sete Lagoas,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
3939492065933937,,,Brasil,Chemtech Serviços de Engenharia e Software
3940869356791013,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3944003429399737,São Paulo,SP,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3951904798639045,Pedras de Fogo,PB,Brasil,Governo do Estado da Paraíba
3958616303043942,JUIZ DE FORA,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
3962210748005195,Araxá,MG,Brasil,Centro Universitário do Planalto de Araxá,Araxá,MG,Brasil
3968178583898140,Coronel Fabriciano,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3970364454755147,Cataguases,MG,Brasil,Schlumberger Serviços de Petróleo - Matriz
3981316891519635,Pitangui,MG,Brasil,Universidade Federal de Minas Gerais
3993596384035285,Belo horizonte,MG,Brasil,
3997441706736172,Belo Horizonte,MG,Brasil,Fundação Oswaldo Cruz - Centro de Pesquisas René Rachou
3998743892503699,,,Brasil,Txai Fotografia
4011876511724599,Belo Horizonte,MG,Brasil,Fundação Universidade de Itaúna,Itauna,MG,Brasil
4015979850041122,Contagem,MG,Brasil,Universidade Vale do Rio Doce
,Belo Horizonte,MG,Brasil,Centrais Elétricas do Sul do Brasil S/A,Florianopolis,SC,Brasil
,Belo Horizonte,MG,Brasil,Synos Tecnologies
4033985075685023,Sabará,MG,Brasil,Companhia Brasileira de Trens Urbanos,Belo Horizonte,MG,Brasil
4041165991466435,Belo Horizonte,MG,Brasil,Universidade Federal do Amazonas,Itacoatiara,AM,Brasil
4042083363433603,,,Brasil,Fundo Nacional de Desenvolvimento Educacional
4043943496035954,Turmalina,MG,Brasil,Kotchergenko Engenharia
4051747910475703,Cataguases,MG,Brasil,Universidade Federal de Juiz de Fora
4062802367989237,Belo Horizonte,MG,Brasil,Fiat Automoveis - Matriz,Betim,MG,Brasil
4063892372639134,Divinópolis,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
4066601599785909,,,Brasil,Fundação Universidade de Itaúna
4073086963259949,,,Brasil,Diagonal - Transformação de Territórios
4076132562533854,Belo Horizonte,MG,Brasil,
4079528074555281,Contagem,MG,Brasil,Colégio Copec
4081332740765400,Contagem,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Contagem,MG,Brasil
4087986218856677,BELO HORIZONTE,MG,Brasil,FIAT AUTOMÓVEIS S/A,Belo Horizonte,MG,Brasil
4099771841639453,Belo Horizonte,MG,Brasil,Instituto Federal Minas Gerais,Arcos,MG,Brasil
4103600774975142,Governador Valadares,MG,Brasil,Devex Tecnologia e Sistemas
4111887768071205,Sete Lagoas,MG,Brasil,Petróleo Brasileiro S.A. - Petrobras
4113017062897401,São José dos Campos,SP,Brasil,INSTITUTO MINEIRO DE EDUCAÇÃO E CULTURA,Belo Horizonte,MG,Brasil
4118274572113727,Santo Domingo,,República Dominicana,
4133149591919065,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
