Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
7998397346679874,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
8000499154462974,,,,,,,,,Engenharia Industrial Eletrica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1999,,,,,Engenharia Aeronâutica E Mecânica,Instituto Tecnológico de Aeronáutica,2003,2007,,,,
8004673575466605,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,Sistemas De Informação,Universidade Federal de Minas Gerais,2012,2017,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2017,2020,,,,
8007133043591125,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,Engenharia Civil,Pontifícia Universidade Católica de Minas Gerais,2011,2016,,,,,Engenharia Civil,Universidade Federal de Ouro Preto,2018,2021,Programa De Pós-graduação Em Engenharia Civil - Propec,Universidade Federal de Ouro Preto,2021,
8016615881378857,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
,,,,,,,,,Formação De Professores Para Currículo Especial Do,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,Contabilidade Para Multiplicadores,Visconde de Cairu,2005,,Ciências Da Educação,Instituto Pedagogico Latinoamericano Y Caribeno,1999,2004,,,,
8035174348862216,,,,,,,,,Serviço Social,Pontifícia Universidade Católica de Minas Gerais,2006,2009,Instrumentalidade Do Serviço Social,Faculdade de Educação da Serra,2015,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1983,Bacharel Em Teologia,Seminário Presbiteriano Rev. Denoel Nicodemos Eller,1995,1998,Teologia Urbana,Centro Universitário Filadélfia,2007,,Teologia Sistemática,Centro Presbiteriano de Pós-Graduação Andrew Jumper - Mackenzie,2001,2004,,,,
8040265023303345,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,Estatística,Universidade Federal de Minas Gerais,2006,2009,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnologica de Minas Gerais,2010,2012,,,,
8073512877324742,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,Engenharia Elétrica,Universidade Federal de Itajubá,1999,2003,,,,,Engenharia Elétrica,Universidade Federal de Itajubá,2004,2006,Engenharia Elétrica,Universidade Federal de Itajubá,2006,
8079547632427745,,,,,Gestão Comercial,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2007,Arquitetura E Urbanismo,Pontifícia Universidade Católica de Minas Gerais,2009,2013,,,,,Planeamento E Projeto Urbano,Universidade do Porto,2017,2019,,,,
8084636655547829,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2014,Química,Universidade Federal de Minas Gerais,2008,2014,,,,,Química,Universidade Federal de Minas Gerais,2015,2017,,,,
8085894055722775,,,,,,Centro Federal de Educação Tecnológica de Ouro Preto,1989,1992,Ciencia Da Computacao,Universidade Federal de Ouro Preto,1999,2002,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,
8094743298562984,,,,,Telecomunicações,SENAI,2004,2005,Engenharia Elétrica,Centro Universitário de Belo Horizonte,2009,2011,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,Doctorado En Ingeniería Energética Y Sostenible,Universidad de Cádiz,2018,2022
8100349377054304,,,,,,,,,Engenharia Mecânica,Universidade Federal de São João Del-Rei,2008,2013,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
8112493825979697,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1992,Administração,Pontifícia Universidade Católica de Minas Gerais,1993,1998,Gestão De Organizções Hospitalares E Sistemas De S,Fundação Getúlio Vargas,2000,,Saúde Pública,Universidade Federal de Minas Gerais,2008,2011,,,,
8118842925218153,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,Artes Visuais - Desenho,Universidade Federal de Minas Gerais,2008,2010,,,,,Artes,Universidade Federal de Minas Gerais,2010,2012,,,,
8134549014872750,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,Tecnologia Em Gestão Da Produção E Metrologia,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",2006,2009,,,,,Metrologia,Pontifícia Universidade Católica do Rio de Janeiro,2010,2012,,,,
8152824355342015,,,,,,,,,Letras,Centro Universitário Internacional,2017,,,,,,Teoria Literaria E Critica Da Cultura,Universidade Federal de São João Del-Rei,2010,2013,Pós-graduação Em Estudos De Linguagem,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
8157819312624780,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1989,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,1990,1997,,,,,Engenharia Metalúrgica E De Minas,Universidade Federal de Minas Gerais,2013,2014,,,,
8184572477220238,,,,,,,,,Psicologia,Universidade Federal de São João Del-Rei,2010,2018,,,,,Teoria Literaria E Critica Da Cultura,Universidade Federal de São João Del-Rei,2013,2015,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
8187603731418683,,,,,,,,,Ciência Da Computação,Unifor-MG,2006,2009,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
8190454867816706,,,,,,,,,Engenharia Insutrial Eletrica,Centro Federal de Educação Tecnológica de Minas Gerais,1974,1984,,,,,Educação,Universidade Vale do Rio Verde de Três Corações,2002,2004,,,,
8196300398608911,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1984,1986,Engenharia Elétrica,Universidade Federal de Minas Gerais,1987,1992,,,,,Ciências Da Computação,Universidade de São Paulo,1997,2001,Ciências Da Informação,Universidade Federal de Minas Gerais,2016,
8200428136613248,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,Letras,Universidade Federal de Minas Gerais,2004,2007,,,,,Programa De Pós-graduação Em Estudos Lingüísticos,Universidade Federal de Minas Gerais,2008,2010,Programa De Pós-graduação Em Estudos Lingüísticos,Universidade Federal de Minas Gerais,2010,
8206862209573772,,,,,,,,,Engenharia De Transportes,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,,Comunicação,Universidade Federal de Ouro Preto,2016,2018,Comunicação Social,Universidade Federal de Minas Gerais,2019,
8221523180562955,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,Licenciatura Plena Em Matemática,Pontifícia Universidade Católica de Minas Gerais,2004,2008,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2000,Sistemas De Informação,Universidade Federal de Minas Gerais,2005,2009,,,,,Ciências Da Informação,Universidade Federal de Minas Gerais,2010,2012,Letras,Universidade Federal de Minas Gerais,2013,
8242841305562400,,,,,,,,,Matemática,Universidade Federal de Viçosa,2003,2009,,,,,Estatística Aplicada E Biometria,Universidade Federal de Viçosa,2010,2013,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2019
8256159827074633,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2013,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
8279848502288748,,,,,Eletrotécnica E Automaçaõ Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Engenharia Metalúrgica,Universidade Federal de Minas Gerais,2006,2011,,,,,Engenharia Metalúrgica E De Minas,Universidade Federal de Minas Gerais,2016,2018,,,,
8304880221606064,,,,,,,,,Engenharia Civil,Pontifícia Universidade Católica de Minas Gerais,2008,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
8306424867167497,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
8310936324018646,,,,,,,,,Letras - Português,Universidade Federal de Minas Gerais,2007,2010,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,
8314453239513463,,,,,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2006,2011,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,,,,
8332375879928307,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Radiologia,Universidade Federal de Minas Gerais,2010,2013,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Mat",Centro de Desenvolvimento da Tecnologia Nuclear,2015,2017,,,,
8347509970941084,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Nutrição,Universidade Federal de Minas Gerais,2004,2008,Pós-graduação Nutrição Materno Infantil Na Prática Clínica E Ortomolecular,FAPES SAÚDE,2019,,Ciências De Alimentos,Universidade Federal de Minas Gerais,2009,2011,,,,
8399151904440441,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Geografia - Licenciatura Ou Bacharelado,Universidade Federal de Uberlândia,2010,2014,,,,,Geografia,Universidade Federal de Uberlândia,2014,2016,,,,
8413010442437063,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1979,Normalização E Qualidade Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",Comissão Nacional de Energia Nuclear,2013,2015,,,,
8417706517690490,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,Engenharia Civil,Universidade Federal de Minas Gerais,2008,2014,,,,,Hydro Science And Engineering,Technische Universität Dresden,2018,2020,,,,
8419272818208637,,,,,,,,,Letras - Português E Inglês,Centro Universitário de Belo Horizonte,2003,2008,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
8420835899029582,,,,,,,,,Estatística,Universidade Federal de Minas Gerais,2008,2011,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,,,,
8423467378701749,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Direito,Universidade Federal de Juiz de Fora,2007,2012,,,,,Direito,Pontifícia Universidade Católica do Rio de Janeiro,2013,2015,Interdisciplinar Em Ciências Humanas,Universidade Federal de Santa Catarina,2017,
8469945051540974,,,,,,,,,Ciências Biológicas,Pontifícia Universidade Católica de Minas Gerais,2003,2007,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
8490610115628676,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,Engenharia Eletronica E Telecomunicação,Pontifícia Universidade Católica de Minas Gerais,2000,2005,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
8493224550886187,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,Ciências Biológicas,Universidade Federal de Minas Gerais,2002,2006,,,,,Ciências Biológicas (microbiologia),Universidade Federal de Minas Gerais,2006,2008,,,,
8525193347383865,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,Engenharia Eletrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2014,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2015,2016,,,,
8533403769344054,,,,,,,,,Licenciatura Plena Em Eletricidade / Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1993,,,,,Informática,Universidade Federal do Espírito Santo,2009,2012,,,,
8549630100281575,,,,,,,,,Ciências Biológicas,Faculdade Católica Salesiana de Vitória,2006,2010,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
8550557298525266,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2016,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,Engenharia De Materais,Universidade Federal de Ouro Preto,2018,
,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1978,1982,,,,,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,1999,2001,,,,
8559939394286387,,,,,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2012,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Administração,Universidade Federal de Minas Gerais,2021,
8574063108861559,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2003,,,,,Engenharia De Produção,Universidade Federal de Minas Gerais,2004,2006,,,,
8575184713115130,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2000,Engenharia Elétrica,Universidade de Uberaba,2014,2020,,,,,Engenharia Elétrica E De Computação,Universidade Federal de Goiás,2005,2008,,,,
8588825680430720,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Ciências Econômicas,Pontifícia Universidade Católica de Minas Gerais,2006,2010,,,,,Economia,Pontifícia Universidade Católica do Rio Grande do Sul,2011,2013,,,,
8588843645124965,,,,,Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Engenharia De Computação,Pontifícia Universidade Católica de Minas Gerais,2012,2016,,,,,Informática,Pontifícia Universidade Católica de Minas Gerais,2017,2019,Informática,Pontifícia Universidade Católica de Minas Gerais,2020,
8601109569262887,,,,,Agroindústria,Instituto Federal do Norte de Minas Gerais - Campus Salinas,2007,2009,Pedagogia,Universidade de Uberaba,2016,2017,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
8607097094259936,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Química,Universidade Federal de Minas Gerais,2004,2011,,,,,Ciência E Tecnologia Dos Materiais,Centro de Desenvolvimento da Tecnologia Nuclear,2014,2016,"Engenharia Metalúrgica, Materiais E De Minas",Universidade Federal de Minas Gerais,2020,
8636672177012954,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1999,,,,,Programa De Pós-graduação Em Engenharia Elétrica,Universidade Federal de Minas Gerais,2000,2002,,,,
8637166118721177,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2017,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2017,2021,,,,
8639488555354274,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,Engenharia Elétrica,Universidade Estadual de Campinas,2008,2014,,,,,Engenharia Elétrica,Universidade Estadual de Campinas,2015,2018,,,,
8643253937039437,,,,,,Senai - Centro Tecnológico Cesar Rodrigues,1998,1999,Física,Universidade Federal de Minas Gerais,2001,2004,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
8651695540434657,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,2000,Ciencias Biologicas,Universidade Federal de Minas Gerais,2005,2012,,,,,Zootecnia,Universidade Federal de Minas Gerais,2015,2017,,,,
8662881486262492,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,Enfermagem,Universidade Federal de Minas Gerais,1998,2002,,,,,Enfermagem,Universidade Federal de Minas Gerais,2004,2006,,,,
8669520359478396,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2009,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
8682730834485448,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Engenharia Metalúrgica,Universidade Federal de Minas Gerais,2005,2012,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",Centro de Desenvolvimento da Tecnologia Nuclear,2016,2018,Surface Engineering And Advanced Materials,Manchester Metropolitan University,2019,
8711860705425837,,,,, Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,Engenharia Elétrica,Universidade Federal de Minas Gerais,1999,,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2003,2005,,,,
8713273529478602,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1999,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2000,2002,,,,
8733803872306754,,,,,,,,,Arquitetura E Urbanismo,Universidade Federal de Minas Gerais,1998,2002,,,,,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2003,2005,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
8757467015273701,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2005,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2014,,,,
8777093809077442,,,,,Eletrotécnica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2015,2018,,,,
8814881973882821,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
8842769319920921,,,,,,,,,Graduação De Professores - Química Aplicada,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1983,,,,,Mestrado De Ensino De Ciências E Matematica,Pontifícia Universidade Católica de Minas Gerais,2012,2014,,,,
8849115379503469,,,,,,,,,Letras,Universidade Presidente Antônio Carlos,1996,1999,,,,,Estudos Lingüísticos,Universidade Federal de Minas Gerais,2001,2003,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
8857969451152439,,,,,Meio Ambiente,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2010,Ciências Socioambientais,Universidade Federal de Minas Gerais,2011,2015,,,,,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2016,2018,,,,
8859859372435231,,,,,,Colégio Pio XII,2001,2002,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2007,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2010,2012,,,,
8872247672468683,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1996,Rpas (drones) E Vants Em Aplicações Civis E Comerciais,Pontifícia Universidade Católica do Paraná,2016,,Engenharia De Produção,Universidade Federal de Minas Gerais,2003,2004,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1987,Ciência Da Computação,Universidade Federal de Minas Gerais,1988,1991,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,1992,1996,,,,
8875985231124386,,,,,,,,,Engenharia Química,Centro Universitário de Belo Horizonte,2008,2012,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
8880044738081621,,,,,,,,,Engenharia Industrial Mecanica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2006,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2016,2018,,,,
8880485095574300,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,Engenharia Mecânica / Aeronáutica,Universidade Federal de Minas Gerais,1999,2004,,,,,Programa De Pós-graduação Em Engenharia Mecânica,Universidade Federal de Minas Gerais,2008,2010,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2011,
8882476313688983,,,,,,,,,Sistemas De Informação,Faculdade de Minas - Belo Horizonte,2005,2008,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017
8890192319510156,,,,,Eletromecanica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia Eletrônica E De Telecomunicação,Pontifícia Universidade Católica de Minas Gerais,2008,2013,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2013,2015,,,,
8890702544807541,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,Engenharia Elétrica,Universidade Federal de Minas Gerais,2003,2007,,,,,Programa De Pós-graduação Em Engenharia Elétrica,Universidade Federal de Minas Gerais,2008,2010,Engenharia Elétrica,Universidade Federal de Minas Gerais,2015,
8893036475299265,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2016,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2016,2018,Engenharia Elétrica,Universidade Federal de Minas Gerais,2018,
8931632051743604,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2002,Ciências Biológicas,Universidade de Itaúna,2005,2009,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Mat",Centro de Desenvolvimento da Tecnologia Nuclear,2010,2012,,,,
8935596682649611,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,Engenharia Mecânica,Universidade Federal de Minas Gerais,2010,2015,Processamento De Materiais Metálicos,Centro Federal de Educação Tecnológica de Minas Gerais,2019,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
8941322442594270,,,,,,,,,Educação Artística (licenciatura),Universidade do Estado de Minas Gerais,1993,1995,,,,,Letras - Estudos Literário,Faculdade de Letras da Universidade Federal de Minas Gerais,2005,2011,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
8976953031734294,,,,,,,,,Letras,Universidade Federal de São João Del-Rei,1999,2004,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
8987245780296021,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,Geologia,Universidade Federal de Minas Gerais,2002,2006,,,,,Geologia,Universidade Federal de Minas Gerais,2011,2013,,,,
9002478972691907,,,,,Eletrônica,CENTRO DE ORIENTAÇÃO TECNOLÓGICA E EDUCACIONAL DO OESTE DE MINAS,1994,1997,Engenharia Eletrônica,UNIVERSIDADE DE ITAÚNA,2003,2008,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
9005080117647839,,,,, Mecânico,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1980,Engenharia Industrial Mecanica,Centro Federal de Educação Tecnológica de Minas Gerais,1982,1986,,,,,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2008,2010,,,,
9007378789881575,,,,,Turismo,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Conservação E Restauração De Bens Culturais Móveis,Universidade Federal de Minas Gerais,2009,2012,"Museologia, Colecionismo E Curadoria",Centro Universitário Belas Artes de São Paulo,2020,,Museologia E Patrimönio,Universidade Federal do Estado do Rio de Janeiro,2015,2017,,,,
9021909788791062,,,,,,,,,Física,Universidade Federal de Minas Gerais,1991,1994,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2011,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,
9025531526486273,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,Engenharia Civil,Universidade Federal de Minas Gerais,1998,2004,,,,,Engenharia De Recursos Hídricos,Universidade Federal de Minas Gerais,2005,2011,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2016,
9026082140942403,,,,,,,,,Comunicação Social - Jornalismo,Pontifícia Universidade Católica de Minas Gerais,2005,2008,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2018,Letras,Universidade Federal de Minas Gerais,2019,
9041675086243285,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Engenharia Eletrônica E De Telecomunicações,Pontifícia Universidade Católica de Minas Gerais,2009,2013,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2014,2016,,,,
9057694146615399,,,,,,,,,Letras - Português E Espanhol,Centro Universitário de Belo Horizonte,2006,2010,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
9067945091771898,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,Física,Universidade Federal de Minas Gerais,2008,2011,,,,,Programa De Pós- Ciência E Tecnologia,Centro de Desenvolvimento da Tecnologia Nuclear,2014,2016,,,,
,,,,,,,,,Licenciatura Plena Para A Graduação De Professores,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,1993,1995,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
9105929982382119,,,,,Eletrotecnica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Matemática,Universidade Federal de Lavras,2012,2017,,,,,Estatística E Experimentação Agropecuária,Universidade Federal de Lavras,2018,2020,Estatística E Experimentação Agropecuária,Universidade Federal de Lavras,2020,
9123423980082942,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2005,,,,,"Ciência E Tecnologia Das Radiações, Mi",Centro de Desenvolvimento de Tecnologia Nuclear.,2008,2010,,,,
9132922112754255,,,,,Eletrotécnica/automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Ciências Econômicas,Universidade Federal de Juiz de Fora,2010,2014,,,,,Economia Aplicada,Universidade Federal de Viçosa,2015,2017,,,,
9137063049020992,,,,, Mecanico,Colegio técnico de Cotagem,1984,1987,Engenharia Mecanica,Pontifícia Universidade Católica de Minas Gerais,1994,1999,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,2018,
9146004580313325,,,,,,,,,Engenharia Civil,Universidade Federal de Minas Gerais,2007,2015,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
9151609077390791,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2016,2018,,,,
