Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
4458887662542960,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,,,,,,,,
4462037419032746,,,,,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2021
4531275061741800,,,,,,,,,Programa Especial De Formação De Docentes(química),Centro Federal de Educação Tecnológica de Minas Gerais,2011,2011,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
4547166859048137,,,,, Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1994,,,,,,,,,,,,,,,,
4679830870331445,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1979,,,,,,,,,,,,,,,,
4698512062201600,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,,,,,,,,,,,,,,,,
4728678389336576,,,,,,,,,,,,,,,,,Manufatura Integrada Por Computador,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,
4764718577520188,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1989,,,,,,,,,,,,,,,,
4779510923828304,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2012,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
4909820733560882,,,,,,,,,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
4921331161781258,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2002,,,,,,,,,,,,
4941896019083181,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2019
5010373539840846,,,,,Técni Co Em Química,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,,,,,,,,
5011597168328844,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1992,,,,,,,,,,,,,,,,
5043473256298017,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,,,,,,,,,,,,,,,,
5092556253652672,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,,,,,,,,,,,,,,,,
5099347989756580,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
5128082066328670,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,,,,,,,,,,,,,,,,
5135893820191948,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,,,,,,,,,,,,,
5151080740697775,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,
5153981776563691,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,
5199859493258720,,,,,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2018
5265495222855925,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1994,,,,,,,,,,,,,,,,
5267562662055432,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,,,,,,,,,,,,
5277144058540004,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,
5290987560774762,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1999,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,
5304266547040741,,,,,Turismo E Lazer,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2000,,,,,,,,,,,,,,,,
5319542946526638,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,,,,,,,,,,,,,,,,
5373322603678485,,,,,,,,,Engenharia Industrial Eletrica,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1990,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,,,,
5433933734735957,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2019
5436225455408324,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2013,,,,,,,,,,,,
5442940710967972,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2000,,,,,,,,,,,,,,,,
5443213142115433,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,
5480800213669820,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2012,,,,
5512353012652671,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,,,,,,,,,,,,,,,,
5530736902466675,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2010,,,,
5540405966103594,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
5561327925960518,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,,,,,,,,,,,,,,,,
5570596020339644,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2008,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,,,,
5585695543885378,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1996,,,,,,,,,,,,,,,,
5640771633267364,,,,,Turismo E Lazer,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2003,,,,,,,,,,,,,,,,
5691878994157298,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,,,,,,,,,,,,,,,,
5705188219706463,,,,,,,,,Licenciatura Plena Para A Graduação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1989,,,,,,,,,,,,
5712697168976259,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
5729578492178529,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1992,,,,,,,,,,,,,,,,
5731002052937691,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
5765902290760778,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2019
5792108556365679,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1995,,,,,,,,,,,,,,,,
5892357969061565,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1985,,,,,,,,,,,,,,,,
5963901023843382,,,,,,,,,Eng. Ind. Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1984,1989,,,,,,,,,,,,
5964159104969127,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2014,,,,,,,,,,,,
6006926789165869,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,,,,,,,,,,,,,,,,
6033859857820145,,,,,Edificações: Planejamento E Projetos,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2006,,,,,,,,,,,,,,,,
6116943161708335,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1994,,,,,,,,,,,,
6143634759991676,,,,,Química,Centro Tecnológico de Contagem em parceria com CEFET-MG,2006,2009,,,,,,,,,,,,,,,,
6174740089266206,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
6198292706168740,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1993,,,,,,,,,,,,,,,,
6249398665599038,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1975,1978,,,,,,,,,,,,,,,,
6270631588851891,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1997,2003,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,,,,,,,,
6310375595061108,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1995,,,,
6340987109733541,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1984,1988,,,,,,,,,,,,,,,,
6349325839574910,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1993,,,,,,,,,,,,,,,,
6380279792809473,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais - Leopoldina,1996,1999,,,,,,,,,,,,,,,,
6397773540613843,,,,,Turismo E Lazer,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,,,,,,,,,,,,,
6402089315358170,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,,,,,,,,,,,,,
6404379893524509,,,,, Industrial Em Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1995,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1996,2001,,,,,,,,,,,,
6489953426611389,,,,,Eletroeletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2018,,,,,,,,,,,,,,,,,
6584745594834479,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais - Campu III - Leopol,2004,2009,,,,,,,,,,,,,,,,
6689695922377496,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1989,,,,,,,,,,,,,,,,
6691013327359506,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
6697814933891299,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1994,,,,,,,,,,,,,,,,
6710925048002804,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,
6727880359744587,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2018
6735080670321163,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
6775765340535061,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1993,,,,,,,,,,,,,,,,
6788100812477076,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2005,,,,,,,,,,,,
6812978410379964,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
6843645057094955,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1979,1981,,,,,,,,,,,,,,,,
6847041369822617,,,,,,,,,Administração,Centro Federal de Educação Tecnológica de Minas Gerais,2010,,,,,,,,,,,,,
6868625188674966,,,,, Industrial Em Química,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,,,,,,,,
6882627771050638,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2020
6883212125157607,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2008,,,,,Engenharia Civil - Concentração Estruturas,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2010,,,,
6949728825206101,,,,,Meio Ambiente,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
6969766532573226,,,,, Química,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,,,,,,,,
6970748823753193,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
6972706454904139,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2018
7028073406499988,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,,,,,,,,,,,,,,,,
7066103083262527,,,,, Química,Centro Federal de Educação Tecnológica de Minas Gerais,1979,1981,,,,,,,,,,,,,,,,
,,,,,,,,,Licenciatura Plena Para Ensino De Segundo Grau Mod,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1990,,,,,,,,,,,,
7106499158354127,,,,,,,,,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
7116855199338507,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1969,1972,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1975,1978,,,,,,,,,,,,
7163700102111914,,,,,Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1994,,,,,,,,,,,,,,,,
7215497120261203,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,,,,,,,,,,,,,,,,
7217609115403200,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
7232050338800519,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,,,,,,,,,
7291095895838356,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1994,Engenharia Industrial Eletrica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,2000,,,,,,,,,,,,
7361504745437659,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1978,,,,,,,,,,,,,,,,
7370501119196486,,,,,Mecânica Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,,,,,,,,,,,,,,,,
,,,,,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1989,,,,,,,,,,,,
7429339514035681,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1989,,,,,,,,,,,,,,,,
7451467978081605,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2017,,,,,,,,,,,,
7569661767822495,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,,,,,,,,,,,,,,,,
7570808562726658,,,,, Industrial Em Quimica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1997,,,,,,,,,,,,,,,,
7626593976480453,,,,,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2018
7643533390193970,,,,,,,,,,,,,,,,,Modelagem Matematica E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
7652014314041167,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1993,,,,
7688578282767641,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2006,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
7689785700413274,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2003,,,,,,,,,,,,,,,,
7747832478749777,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1991,,,,,,,,,,,,,,,,
7822224328615491,,,,, Química,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1988,,,,,,,,,,,,,,,,
7850965343117685,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
7905974460752487,,,,,,,,,Engenharia Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais Campus Divinópolis,2011,2015,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2017,,,,
7957250036337436,,,,, Industrial Em Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1992,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2019
7966499881647262,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,
7988135535723617,,,,,,,,,Programa Especial De Formação Pedagógica De Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2018,,,,,,,,,,,,
8027777710701314,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1980,,,,,,,,,,,,,,,,
8111708864498322,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2008,,,,,,,,,,,,
8141302872872597,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1986,,,,,,,,,,,,,,,,
8178787669759338,,,,,,,,,Licenciatura Plena De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1992,,,,,,,,,,,,
8301524107910007,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,,,,,,,,
8376134230259399,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,
8402004260858548,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,
8417588276454700,,,,,,,,,,,,,,,,,Modelagem E Controle De Sistemas,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
8441223005798737,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1994,,,,,,,,,,,,,,,,
8449292324218198,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,,,,,,,,,,,,
8472333663591219,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2019
8503315821130965,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,2000,,,,,,,,,,,,
8503437006348504,,,,,Gestão Em Serviços De Saúde,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2007,,,,,,,,,,,,,,,,
8519753244373407,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,,,,,,,,,,,,,,,,
8538120989783634,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
8544922263187197,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais - Uned Leopoldina,2004,2006,,,,,,,,,,,,,,,,
8555295650221733,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2007,,,,,,,,,,,,,,,,
8562158827522579,,,,, Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
8568632277199085,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2018
8577699622829491,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,,,,,,,,,,,,,
8579338858420079,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,,,,,,,,,,,,,,,,
8590603720352585,,,,, Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1980,1983,,,,,,,,,,,,,,,,
8635382501570999,,,,,,,,,Licenciatura Plena Para A Graduação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1993,,,,,,,,,,,,
8697236903588512,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
8727172704273748,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1983,,,,,,,,,,,,,,,,
8769784360922135,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1982,1985,,,,,,,,,,,,,,,,
8855963960627022,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,,,,,,,,,,,,,,,,
8891697482850065,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,,,,,,,,,,,,,
8924295917311081,,,,,Téc. Em Química,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
8927063386078425,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2013,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2021
