Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
0352640252677539,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal De Santa Maria,1986,1989,nan,nan,nan,nan,Genética E Biologia Molecular,Universidade Federal Do Rio Grande Do Sul,1990,1993,Genética E Biologia Molecular,Universidade Federal Do Rio Grande Do Sul,1995,1999
0353068309348963,nan,nan,nan,nan,nan,nan,nan,nan,Engenhaira Mecânica,Universidade Federal De Santa Catarina,1993,1998,nan,nan,nan,nan,Engenharia Mecânica,Universidade Federal De Santa Catarina,1999,2001,Engenharia Mecânica,Duke University,2002,2005
0356125933191024,nan,nan,nan,nan,nan,nan,nan,nan,Geografia,Universidade Federal Do Ceará,1998,2002,nan,nan,nan,nan,Geografia,Universidade Estadual Do Ceará,2004,2006,Geografia (geografia Física),Universidade De São Paulo,2007,2011
0368401964608331,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Viçosa,1980,1984,nan,nan,nan,nan,Fitotecnia (produção Vegetal),Universidade Federal De Viçosa,1985,1987,Ciências Agrárias (fisiologia Vegetal),Universidade Federal De Viçosa,1988,1994
0375482813716315,nan,nan,nan,nan,nan,nan,nan,nan,Matemática,Universidade Federal Da Paraíba,2006,2007,nan,nan,nan,nan,Matemática,Universidade Federal Da Paraíba,2007,2008,Matemática,Universidade Federal De Pernambuco,2008,2011
0383092486694460,nan,nan,nan,nan,nan,nan,nan,nan,Farmácia E Bioquímica,Universidade Federal De Santa Catarina,1994,1999,nan,nan,nan,nan,Programa De Pós Ciências Farmacêutica,Universidade Federal De Santa Catarina,1999,2001,Ciências Biológicas (bioquímica Toxicológica),Universidade Federal De Santa Maria,2004,2007
0383359382532310,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade De São Paulo,1992,1996,nan,nan,nan,nan,Ciência Social (antropologia Social),Universidade De São Paulo,1997,2000,Ciência Social (antropologia Social),Universidade De São Paulo,2001,2006
0383834501086115,nan,nan,nan,nan,nan,nan,nan,nan,Física,Universidade Federal Do Ceará,2000,2004,nan,nan,nan,nan,Física,Universidade Estadual De Campinas,2004,2006,Física,Universidade Estadual De Campinas,2006,2010
0384726674523131,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia De Materiais,Universidade Federal Da Paraíba,1982,1986,nan,nan,nan,nan,Engenharia Química,Universidade Federal Da Paraíba,1987,1989,Materials Engineering,Newcastle University,1992,1996
0388600397612432,nan,nan,nan,nan,nan,nan,nan,nan,Geologia,Universidade Federal De Minas Gerais,1975,1979,nan,nan,nan,nan,Geologia,Universidade De Brasília,1981,1984,Geologia,Universidade De Brasília,1989,1995
0392398629237265,nan,nan,nan,nan,nan,nan,nan,nan,Geografia,Universidade Estadual De Montes Claros/mg,2001,2005,nan,nan,nan,nan,Geografia,Universidade Federal De Uberlândia,2005,2006,Geografia,Universidade Federal De Uberlândia,2007,2011
0400232298849115,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Eletrônica,Instituto Militar De Engenharia,1970,1974,nan,nan,nan,nan,Informática,Pontifícia Universidade Católica Do Rio De Janeiro,1975,1976,Applied Mathematics,Harvard University,1976,1979
0406937598151848,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Departamento De Engenharia Elétrica,1990,1995,nan,nan,nan,nan,Engenharia De Teleinformática,Universidade Federal Do Ceará,2002,2006,Engenharia De Teleinformática,Universidade Federal Do Ceará,2011,2015
0410139532987770,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Santa Úrsula,1981,1984,nan,nan,nan,nan,Ciências Biológicas (botânica),Universidade Federal Do Rio De Janeiro,1987,1990,Ciências Biológicas (biofísica),Universidade Federal Do Rio De Janeiro,1993,1998
0411920276076528,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Lavras,1992,1997,nan,nan,nan,nan,Genética E Melhoramento De Plantas,Universidade Federal De Lavras,1997,1999,Agronomia (fitotecnia),Universidade Federal De Lavras,1999,2003
0415198949492913,nan,nan,nan,nan,nan,nan,nan,nan,Oceanografia,Universidade Do Estado Do Rio De Janeiro,1990,1993,nan,nan,nan,nan,Geociências (geoquímica),Universidade Federal Fluminense,1994,1996,Oceanologie,Université De Perpignan - Via Domitia,1996,2000
0415561263095335,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal De Minas Gerais,1985,1989,nan,nan,nan,nan,Ecologia (conservação E Manejo Da Vida Silvestre),Universidade Federal De Minas Gerais,1990,1993,Ecology,"Imperial College At Silwood Park, University Of London",1995,1998
0422967504080267,nan,nan,nan,nan,nan,nan,nan,nan,Tecnologia Em Projetos Mecânicos,Faculdade De Tecnologia De São Paulo,2004,2008,nan,nan,nan,nan,Engenharia Mecânica,Universidade Estadual De Campinas,2010,2012,Engenharia Mecânica,Universidade Estadual De Campinas,2012,2016
0430275226558223,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade Federal Do Ceará,1993,1996,nan,nan,nan,nan,Sociologia,Universidade Federal Do Ceará,1997,2000,Sociologia,Universidade Federal Do Ceará,2008,2010
0431688649128529,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal De Uberlândia,1982,1988,nan,nan,nan,nan,Engenharia Química,Universidade Federal De São Carlos,1989,1991,Engenharia Química,Universidade Federal De São Carlos,1991,1995
0441646892659099,nan,nan,nan,nan,nan,nan,nan,nan,Administração,Universidade Federal De Santa Maria,2007,2011,nan,nan,nan,nan,Finanças,Universidade Federal De Santa Maria,2012,2013,Finanças,Universidade Federal De Santa Maria,2013,2015
0446055905975647,nan,nan,nan,nan,nan,nan,nan,nan,Medicina Veterinária,Universidade Federal De Goiás,1976,1980,nan,nan,nan,nan,Cirurgia,Universidade Federal De Minas Gerais,1983,1984,Ciência Animal,Universidade Federal De Minas Gerais,1989,1992
0449078764189687,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Federal De Alagoas,1980,1985,nan,nan,nan,nan,Genética E Melhoramento,Universidade Federal De Viçosa,1993,1995,Biotecnologia - Renorbio,Universidade Estadual Do Ceará,2006,2010
0455487141833418,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal Do Rio Grande Do Sul,1969,1973,nan,nan,nan,nan,Computação,Universidade Federal Do Rio Grande Do Sul,1974,1976,Informática,Rheinische Friedrich-wilhelms-universität Bonn,1983,1986
0457288721496478,nan,nan,nan,nan,,Instituto Federal Sul-rio-grandense,2009,2011,Engenharia Industrial Madeireira,Universidade Federal De Pelotas,2008,2012,nan,nan,nan,nan,Ciência E Engenharia De Materiais,Universidade Federal De Pelotas,2013,2014,"Engenharia De Minas, Metalúrgica E De Materiais",Universidade Federal Do Rio Grande Do Sul,2015,2018
0464969547546706,nan,nan,nan,nan,nan,nan,nan,nan,Geologia,Universidade Do Vale Do Rio Dos Sinos,1979,1984,nan,nan,nan,nan,Geociências,Universidade Federal Do Rio Grande Do Sul,1993,1998,Geologia E Geoquímica,Universidade Federal Do Pará,2000,2004
0479854777557016,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Rio De Janeiro,2004,2010,nan,nan,nan,nan,Botânica,Instituto De Pesquisa Jardim Botânico Do Rio De Janeiro,2005,2007,Botânica,Instituto De Pesquisa Jardim Botânico Do Rio De Janeiro,2007,2011
0494282486171725,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Tecnológica Federal Do Paraná,1982,1987,nan,nan,nan,nan,Engenharia Elétrica E Informática Industrial,Universidade Tecnológica Federal Do Paraná,1987,1989,Doctorat En Automatique,Université Toulouse Iii Paul Sabatier,1994,1998
0503733087170121,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas Licenciatura/ Bacharelado,Universidade Estadual Paulista Júlio De Mesquita Filho,1999,2003,nan,nan,nan,nan,Biologia Molecular E Morfofuncional,Universidade Estadual De Campinas,2003,2005,Biologia Molecular E Morfofuncional,Universidade Estadual De Campinas,2006,2009
0505123426174183,nan,nan,nan,nan,nan,nan,nan,nan,Fisica,Universidade De São Paulo,1982,1985,nan,nan,nan,nan,Geofísica Espacial,Instituto Nacional De Pesquisas Espaciais,1989,1992,Geofísica Espacial,Instituto Nacional De Pesquisas Espaciais,1993,1997
0507218392616237,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal De São Carlos,1979,1984,nan,nan,nan,nan,Ecologia E Recursos Naturais,Universidade Federal De São Carlos,1986,1990,Ecologia E Recursos Naturais,Universidade Federal De São Carlos,1990,1996
0515333775813047,nan,nan,nan,nan,nan,nan,nan,nan,Direito,Universidade Federal De Juiz De Fora,1989,1994,nan,nan,nan,nan,Direito,Universidade Federal De Minas Gerais,1997,1999,Direito,Universidade Federal De Minas Gerais,1999,2003
0516950924338641,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Rio Grande Do Sul,1990,1994,nan,nan,nan,nan,Ciências Biológicas (fisiologia),Universidade Federal Do Rio Grande Do Sul,1994,1997,Ciências Biológicas (bioquímica),Universidade Federal Do Rio Grande Do Sul,1997,2004
0517155355307078,nan,nan,nan,nan,nan,nan,nan,nan,Química,Universidade Estadual De Campinas,1986,1990,nan,nan,nan,nan,Química,Universidade Estadual De Campinas,1991,1996,Química,Universidade Estadual De Campinas,2000,2005
0527166138295670,nan,nan,nan,nan,nan,nan,nan,nan,,Universidade Federal Do Rio Grande Do Sul,,1973,nan,nan,nan,nan,nan,nan,nan,nan,,Universitè Louis Pasteur Strasbourg,1975,1981
0535860239259102,nan,nan,nan,nan,Processamento De Dados,Escola Técnica Estadual Lauro Gomes,1991,1993,Meteorologia,Universidade De São Paulo,1994,1997,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Ambientais,Wageningen University And Research Centre,2002,2007
0543546857869709,nan,nan,nan,nan,nan,nan,nan,nan,Matematica,Universidade Federal Do Pará,1978,1982,nan,nan,nan,nan,Matemática,Pontifícia Universidade Católica Do Rio De Janeiro,1985,1988,Matemática Aplicada,Universidade Estadual De Campinas,1991,1993
0547272537840350,nan,nan,nan,nan,nan,nan,nan,nan,Zootecnia,Universidade Estadual De Maringá,1981,1984,nan,nan,nan,nan,Zootecnia,Universidade Federal De Viçosa,1986,1989,Zootecnia,Universidade Federal De Viçosa,1989,1994
0555523196295968,nan,nan,nan,nan,nan,nan,nan,nan,Zootecnia,Universidade De São Paulo,1981,1984,nan,nan,nan,nan,Administração,Universidade Federal De Lavras,1990,1992,Administração,Universidade Federal De Minas Gerais,1997,2001
0557976975338451,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Eletrônica,Instituto Tecnológico De Aeronáutica,1962,1966,nan,nan,nan,nan,Engenharia Eletrônica E Computação,Instituto Tecnológico De Aeronáutica,1967,1969,Engenharia Elétrica,University Of Southern California,1969,1974
0560039556461253,nan,nan,nan,nan,nan,nan,nan,nan,Física,Instituto De Física Gleb Wataghin,1978,1982,nan,nan,nan,nan,Física,Instituto Tecnológico De Aeronáutica,1982,1986,Física,Instituto Tecnológico De Aeronáutica,1989,1993
0560397297282156,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Eletrica,Universidade Federal Do Rio De Janeiro,1978,1982,nan,nan,nan,nan,Física,Universidade Federal Do Rio De Janeiro,1983,1984,Física,Universidade Federal Do Rio De Janeiro,1984,1990
0560742682726836,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Estadual De Campinas,1984,1987,nan,nan,nan,nan,Ecologia,Universidade Estadual De Campinas,1988,1991,Ecologia,Universidade Estadual De Campinas,1991,1995
0561643838450805,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia De Computação,Universidade Federal Do Espírito Santo,1990,1995,nan,nan,nan,nan,Informática,Pontifícia Universidade Católica Do Rio De Janeiro,1995,1998,Informática,Pontifícia Universidade Católica Do Rio De Janeiro,1998,2003
0563872406702918,nan,nan,nan,nan,nan,nan,nan,nan,Geografia,Universidade De São Paulo,1984,1987,nan,nan,nan,nan,nan,nan,nan,nan,Geografia (geografia Física),Universidade De São Paulo,1991,1998
0564473021430652,nan,nan,nan,nan,nan,nan,nan,nan,Arquitetura,Universidade Santa Úrsula,1974,1978,nan,nan,nan,nan,Programa De Pós-graduação Em Geografia,Universidade Federal De Santa Catarina,1991,1996,Planejamento Urbano E Regional,Universidade Federal Do Rio De Janeiro,2002,2006
0568823700347706,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Econômicas,Universidade Federal Do Rio De Janeiro,1979,1982,nan,nan,nan,nan,Ciência Econômica,Universidade Estadual De Campinas,1983,1990,Ciências Em Economia,Universidade Federal Do Rio De Janeiro,1993,1999
0572649289828640,nan,nan,nan,nan,nan,nan,nan,nan,Informática,Universidade Estadual De Ponta Grossa,1994,1997,nan,nan,nan,nan,Informática,Pontifícia Universidade Católica Do Paraná,1998,1999,Tecnologias Da Informação E De Sistemas,Universitè De Technologie De Compiègne,2001,2003
0572934238487291,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Rio Grande Do Sul,1986,1990,nan,nan,nan,nan,Fitotecnia,Universidade Federal Do Rio Grande Do Sul,1993,1994,Genética E Biologia Molecular,Universidade Federal Do Rio Grande Do Sul,1995,1999
0574692206149746,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De São Carlos,1994,1998,nan,nan,nan,nan,Agricultura Tropical E Subtropical,Instituto Agronômico De Campinas,1999,2001,Fitotecnia,Universidade De São Paulo,2002,2005
0575383574431005,nan,nan,nan,nan,nan,nan,nan,nan,Física,Rio Claro,1977,1982,nan,nan,nan,nan,Meteorologia,Instituto Nacional De Pesquisas Espaciais,1985,1987,Introductio D Um Sche Des Transferts Sol Vegetatio,Université Toulouse Iii Paul Sabatier,1989,1993
0575448552848395,nan,nan,nan,nan,nan,nan,nan,nan,Física,Universidade Do Estado Do Rio De Janeiro,2007,2011,nan,nan,nan,nan,Física,Universidade Do Estado Do Rio De Janeiro,2011,2013,Física,Universidade Do Estado Do Rio De Janeiro,2013,2016
0581949996647434,nan,nan,nan,nan,nan,nan,nan,nan,Geologia,Universidade De São Paulo,1992,1997,nan,nan,nan,nan,Geociências (geoquímica E Geotectônica),Universidade De São Paulo,1998,2001,Geociências (geologia Sedimentar),Universidade De São Paulo,2001,2005
0581995805825838,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Civil,Universidade Estadual Do Oeste Do Paraná,1998,2003,nan,nan,nan,nan,Engenharia Civil,Universidade Federal Do Rio Grande Do Sul,2003,2004,Engenharia Civil,Universidade Federal Do Rio Grande Do Sul,2004,2010
0592339091520248,nan,nan,nan,nan,,Escola Agrotécnica Federal De Sertão,1986,1990,Engenharia Florestal,Universidade Federal De Santa Maria,1993,1999,nan,nan,nan,nan,Engenharia Florestal,Universidade Federal De Santa Maria,2000,2002,Engenharia Florestal,Universidade Federal De Santa Maria,2003,2006
0592576058333460,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Econômicas,Universidade Federal De Juiz De Fora,1988,1992,nan,nan,nan,nan,Economia,Universidade Federal Fluminense,1993,1995,Economia,Universidade De São Paulo,2000,2004
0592949496367500,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Mecânica,Universidade Federal Do Rio Grande Do Sul,1989,1994,nan,nan,nan,nan,Recursos Hídricos E Saneamento Ambiental,Universidade Federal Do Rio Grande Do Sul,1995,1997,Recursos Hídricos E Saneamento Ambiental,Universidade Federal Do Rio Grande Do Sul,1997,2001
0602934516253730,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Metalúrgica,Universidade Federal Do Rio Grande Do Sul,1975,1979,nan,nan,nan,nan,"Engenharia De Minas, Metalúrgica E De Materiais",Universidade Federal Do Rio Grande Do Sul,1980,1982,Engenharia,Rheinisch Westfälische Technische Hochschule Aachen,1985,1989
0604322217680166,nan,nan,nan,nan,nan,nan,nan,nan,História,Universidade Federal De Ouro Preto,2003,2008,nan,nan,nan,nan,História Social,Universidade De São Paulo,2008,2011,Programa De Pós-graduação Em História Ufrgs,Universidade Federal Do Rio Grande Do Sul,2011,2015
0609700701164944,nan,nan,nan,nan,nan,nan,nan,nan,Instituto De Nutrição,Universidade Federal Do Rio De Janeiro,1984,1987,nan,nan,nan,nan,Nutrição,Universidade Federal Do Rio De Janeiro,1997,1999,Clínica Médica,Universidade Federal Do Rio De Janeiro,2001,2006
0610628446391103,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Eletronica,Instituto Tecnológico De Aeronáutica,1967,1971,nan,nan,nan,nan,Engenharia Elétrica,Universidade Estadual De Campinas,1972,1974,,Carnegie Mellon University,1974,1978
0612112281360342,nan,nan,nan,nan,nan,nan,nan,nan,Química Bacharelado,Universidade Estadual De Maringá,1993,1996,nan,nan,nan,nan,Química,Universidade Estadual De Maringá,1997,1999,Físico-química,Universidade De São Paulo,1999,2003
0613029292752945,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Pontifícia Universidade Católica De Campinas,1986,1989,nan,nan,nan,nan,Entomologia,Escola Superior De Agricultura Luiz De Queiroz,1993,1994,Entomologia,Escola Superior De Agricultura Luiz De Queiroz,1995,1999
0616781392067509,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Estadual Paulista Júlio De Mesquita Filho,2003,2007,nan,nan,nan,nan,Agronomia - Produção Vegetal,Universidade Estadual Paulista Júlio De Mesquita Filho,2008,2010,Agronomia (ciência Do Solo),Universidade Estadual Paulista Júlio De Mesquita Filho,2010,2013
0625817989520541,nan,nan,nan,nan,nan,nan,nan,nan,Arquitetura E Urbanismo,Universidade Federal Fluminense,1982,1988,nan,nan,nan,nan,Arquitetura,Universidade Federal Do Rio De Janeiro,1992,1995,Engenharia De Produção,Universidade Federal Do Rio De Janeiro,1996,2002
0625926234026025,nan,nan,nan,nan,nan,nan,nan,nan,Economia,Universidade Federal Do Rio Grande Do Sul,1986,1992,nan,nan,nan,nan,Economia,Universidade Federal Do Rio Grande Do Sul,1994,1997,Economia,University Of Sussex,1997,2001
0627242913386197,nan,nan,nan,nan,nan,nan,nan,nan,Zootecnia,Universidade Estadual De Maringá,1990,1995,nan,nan,nan,nan,Zootecnia,Universidade Federal De Viçosa,1996,1998,Zootecnia,Universidade Federal De Viçosa,1998,2001
0634283724256002,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Contábeis,Universidade Federal De Pernambuco,1996,2000,nan,nan,nan,nan,Engenharia De Produção,Universidade Federal De Pernambuco,2001,2002,Management Accounting,University Of Sheffield,2006,2010
0638383316638349,nan,nan,nan,nan,nan,nan,nan,nan,Geografia,Faculdade De Ciências E Tecnologia/unesp/presidnete Prudente,2005,2005,nan,nan,nan,nan,Geografia,Faculdade De Ciências E Tecnologia,2006,2008,Geografia,"Faculdade De Ciências E Tecnologia, Universidade Estadual Paulista",2009,2012
0641905597849821,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Paraná,1988,1992,nan,nan,nan,nan,Biologia Celular E Molecular,Fundação Oswaldo Cruz,1995,1997,Ciências (microbiologia),Universidade Federal Do Rio De Janeiro,2001,2005
0642035344132742,nan,nan,nan,nan,nan,nan,nan,nan,Química,Universidade Federal Do Rio Grande Do Sul,1974,1978,nan,nan,nan,nan,"Engenharia De Minas, Metalúrgica E De Materiais",Universidade Federal Do Rio Grande Do Sul,1979,1982,Electrochimie,Université Pierre Et Marie Curie,1987,1991
0643506900121207,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Paraná,1984,1988,nan,nan,nan,nan,Ciências Biológicas (entomologia),Universidade Federal Do Paraná,1989,1991,Ciências Biológicas (entomologia),Universidade Federal Do Paraná,1995,1999
0646231743976574,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agrícola E Ambiental,Universidade Federal De Viçosa,2000,2004,nan,nan,nan,nan,Engenharia Agrícola,Universidade Federal De Viçosa,2004,2006,Engenharia Agrícola,Universidade Federal De Viçosa,2006,2009
0651075688988405,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal Rural De Pernambuco,1992,1997,nan,nan,nan,nan,Agronomia (ciências Do Solo),Universidade Federal Rural De Pernambuco,1998,2000,Irrigação E Drenagem,Universidade De São Paulo,2002,2005
