Identificador,Grande Área,Área
5336218259257800,CIENCIAS_SOCIAIS_APLICADAS,Ciência da Informação
5349860579246534,CIENCIAS_EXATAS_E_DA_TERRA,Física
5356037408083015,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5356463834482311,CIENCIAS_BIOLOGICAS,Bioquímica
5362897230508312,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
5368167403557640,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
5370134993814069,CIENCIAS_BIOLOGICAS,
5372202512671177,CIENCIAS_BIOLOGICAS,Ecologia
5376678084716817,ENGENHARIAS,Engenharia Química
5378246377632366,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
5384445167700495,CIENCIAS_AGRARIAS,Recursos Pesqueiros e Engenharia de Pesca
5387328100140459,ENGENHARIAS,Engenharia Elétrica
5389549751351126,CIENCIAS_BIOLOGICAS,Zoologia
5392030005352784,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
5392432872592612,ENGENHARIAS,Engenharia Civil
5395732758179393,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
5396874446144616,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
5403765777051256,CIENCIAS_BIOLOGICAS,Zoologia
5407644720819388,CIENCIAS_BIOLOGICAS,Bioquímica
5417946704251656,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
5418297150342702,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
5418509402990754,CIENCIAS_EXATAS_E_DA_TERRA,Física
5422025168210583,CIENCIAS_HUMANAS,Ciência Política
5424233496844358,CIENCIAS_SOCIAIS_APLICADAS,Direito
5425946423248431,CIENCIAS_BIOLOGICAS,Parasitologia
5427258537765956,CIENCIAS_SOCIAIS_APLICADAS,Planejamento Urbano e Regional
5431145327759147,CIENCIAS_HUMANAS,Filosofia
5435654884111245,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5435902422784889,CIENCIAS_BIOLOGICAS,Fisiologia
5436205577171795,CIENCIAS_AGRARIAS,Agronomia
5436318165340951,CIENCIAS_BIOLOGICAS,Genética
5436713663763286,ENGENHARIAS,Engenharia Química
5437755612183003,CIENCIAS_BIOLOGICAS,Ecologia
5438699766220698,CIENCIAS_AGRARIAS,Engenharia Agrícola
5441592562287565,CIENCIAS_EXATAS_E_DA_TERRA,Química
5442207538362236,CIENCIAS_HUMANAS,Sociologia
5450087410078221,CIENCIAS_BIOLOGICAS,Zoologia
5452385625669684,CIENCIAS_EXATAS_E_DA_TERRA,Química
5456817129473536,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
5457263655417572,CIENCIAS_SOCIAIS_APLICADAS,Planejamento Urbano e Regional
5464351563900900,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
5472946718555723,CIENCIAS_AGRARIAS,Agronomia
5478589107930738,CIENCIAS_EXATAS_E_DA_TERRA,Química
5479814788308057,CIENCIAS_EXATAS_E_DA_TERRA,Química
5481837075109866,CIENCIAS_BIOLOGICAS,Genética
5482602985686580,CIENCIAS_BIOLOGICAS,Genética
5484881117429853,CIENCIAS_SOCIAIS_APLICADAS,Economia
5487480488783976,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5487898763006069,CIENCIAS_AGRARIAS,Agronomia
5495884658406556,CIENCIAS_BIOLOGICAS,Genética
5497377793349287,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
5507170343259076,CIENCIAS_BIOLOGICAS,Genética
5507769922001047,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5512659010248787,CIENCIAS_HUMANAS,Educação
5514042362969024,CIENCIAS_AGRARIAS,Medicina Veterinária
5517592571565458,CIENCIAS_EXATAS_E_DA_TERRA,Química
5522815415073059,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
5535161949639969,ENGENHARIAS,Engenharia de Transportes
5536791440834175,CIENCIAS_EXATAS_E_DA_TERRA,Física
5537460011371751,CIENCIAS_BIOLOGICAS,Farmacologia
5539282358122586,CIENCIAS_AGRARIAS,Agronomia
5543223323634478,CIENCIAS_EXATAS_E_DA_TERRA,Química
5548799845411781,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
5566457348830121,CIENCIAS_BIOLOGICAS,Parasitologia
5569596745457696,CIENCIAS_AGRARIAS,Agronomia
5576851640501227,ENGENHARIAS,Engenharia Química
5578918284508758,ENGENHARIAS,Engenharia Elétrica
5584058795733704,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
5585486490281012,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5587612692274561,CIENCIAS_AGRARIAS,Engenharia Agrícola
5588091014009231,ENGENHARIAS,Engenharia Química
5590256762396056,CIENCIAS_BIOLOGICAS,Genética
5594585359874582,CIENCIAS_EXATAS_E_DA_TERRA,Física
5596725243630872,CIENCIAS_EXATAS_E_DA_TERRA,Química
5601130484726146,CIENCIAS_BIOLOGICAS,Microbiologia
5604517186200940,ENGENHARIAS,Engenharia Elétrica
5620115591039018,CIENCIAS_EXATAS_E_DA_TERRA,Física
5621408950724946,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
5627209208288722,CIENCIAS_SOCIAIS_APLICADAS,Ciência da Informação
5629326910547331,CIENCIAS_SOCIAIS_APLICADAS,Economia
5630520930747429,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5631049543029993,CIENCIAS_SOCIAIS_APLICADAS,Administração
5633927174928633,CIENCIAS_EXATAS_E_DA_TERRA,Química
5641165392004404,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5643733676068848,CIENCIAS_BIOLOGICAS,Bioquímica
5646522403599369,CIENCIAS_SOCIAIS_APLICADAS,Ciência da Informação
5647462671079561,ENGENHARIAS,Engenharia Civil
5651326902924392,CIENCIAS_HUMANAS,História
5658312422379012,CIENCIAS_DA_SAUDE,Farmácia
5658789208591676,CIENCIAS_AGRARIAS,Zootecnia
5661286013847300,CIENCIAS_EXATAS_E_DA_TERRA,Química
5662245728609756,CIENCIAS_EXATAS_E_DA_TERRA,Física
5663947271820846,CIENCIAS_AGRARIAS,Engenharia Agrícola
5665422340857131,ENGENHARIAS,Engenharia Mecânica
5670282331874057,CIENCIAS_HUMANAS,Educação
5673024226638200,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
5678722013385478,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
5685898279302235,CIENCIAS_EXATAS_E_DA_TERRA,Química
5685916879385059,ENGENHARIAS,Engenharia Elétrica
5694972079639390,CIENCIAS_HUMANAS,Educação
5697595765316978,CIENCIAS_BIOLOGICAS,Zoologia
5704842232274071,CIENCIAS_BIOLOGICAS,Bioquímica
5706200091973418,,
5707957381561914,CIENCIAS_AGRARIAS,Zootecnia
5712134838373036,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5712304485190137,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5712381962457273,CIENCIAS_AGRARIAS,Zootecnia
5713468691984238,CIENCIAS_SOCIAIS_APLICADAS,Administração
5715085520250456,CIENCIAS_HUMANAS,Educação
5717675257150655,CIENCIAS_SOCIAIS_APLICADAS,Economia
5720701444145747,CIENCIAS_AGRARIAS,Engenharia Agrícola
5727089712546469,CIENCIAS_HUMANAS,História
5727667279534190,CIENCIAS_EXATAS_E_DA_TERRA,Física
5727931029137352,CIENCIAS_BIOLOGICAS,Zoologia
5729578492178529,CIENCIAS_EXATAS_E_DA_TERRA,Química
5730040432280075,ENGENHARIAS,Engenharia Civil
5730572517284307,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
5737574588414921,CIENCIAS_DA_SAUDE,Farmácia
5740656339448561,CIENCIAS_BIOLOGICAS,Genética
5743404268947726,ENGENHARIAS,Engenharia Biomédica
5748979136074637,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
5753860611703666,CIENCIAS_AGRARIAS,Engenharia Agrícola
5760321528133668,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
5764983862728793,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
5778107814199711,CIENCIAS_BIOLOGICAS,Zoologia
5778217654704218,ENGENHARIAS,Engenharia Civil
5780812270441322,CIENCIAS_BIOLOGICAS,Zoologia
5790217321138140,,
5790238611041834,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
5792108556365679,CIENCIAS_SOCIAIS_APLICADAS,Economia
5792248901353552,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
5796634315479104,ENGENHARIAS,Engenharia Aeroespacial
5799445358880614,ENGENHARIAS,Engenharia Civil
5799671319436013,CIENCIAS_BIOLOGICAS,Zoologia
5800175874658088,ENGENHARIAS,Engenharia Biomédica
5800409590209195,CIENCIAS_HUMANAS,Filosofia
5800602432918020,CIENCIAS_EXATAS_E_DA_TERRA,Física
5803448714578356,ENGENHARIAS,Engenharia Naval e Oceânica
5808479722023755,CIENCIAS_BIOLOGICAS,Botânica
5812449376017762,LINGUISTICA_LETRAS_E_ARTES,Letras
5813033681286044,CIENCIAS_EXATAS_E_DA_TERRA,Física
5818649889964582,CIENCIAS_AGRARIAS,Medicina Veterinária
5824351065622582,ENGENHARIAS,Engenharia Elétrica
5824376445029799,CIENCIAS_AGRARIAS,Zootecnia
5830465202966796,CIENCIAS_DA_SAUDE,Farmácia
5843437788816592,CIENCIAS_SOCIAIS_APLICADAS,Economia
5846190149262960,CIENCIAS_BIOLOGICAS,Bioquímica
5848666747964196,ENGENHARIAS,Engenharia Elétrica
5856832655059418,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
5858373824027435,ENGENHARIAS,Engenharia Civil
5867052489026059,CIENCIAS_DA_SAUDE,Saúde Coletiva
5873636553295704,CIENCIAS_EXATAS_E_DA_TERRA,Química
5874801817928073,CIENCIAS_SOCIAIS_APLICADAS,Economia
5875678751294224,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
5879559830669521,LINGUISTICA_LETRAS_E_ARTES,Lingüística
5883317325439133,ENGENHARIAS,Engenharia Química
5885477643638071,,
5887814448219360,,
5891759417207111,ENGENHARIAS,Engenharia Civil
5893392501816783,ENGENHARIAS,Engenharia Mecânica
5897443860808783,CIENCIAS_EXATAS_E_DA_TERRA,Química
5898801580033554,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
5900576762082210,ENGENHARIAS,Engenharia Elétrica
5901511067144019,CIENCIAS_BIOLOGICAS,Bioquímica
5906454269284655,CIENCIAS_SOCIAIS_APLICADAS,Demografia
5908103551594306,CIENCIAS_AGRARIAS,Agronomia
5911814779756172,CIENCIAS_DA_SAUDE,Odontologia
5928243233680621,CIENCIAS_EXATAS_E_DA_TERRA,Física
5930035056050041,CIENCIAS_AGRARIAS,Agronomia
5935973885331465,CIENCIAS_SOCIAIS_APLICADAS,Economia
5940127221480832,ENGENHARIAS,Engenharia Mecânica
5940298418332552,CIENCIAS_EXATAS_E_DA_TERRA,Física
5940881576341018,CIENCIAS_BIOLOGICAS,Zoologia
5944029357081364,CIENCIAS_AGRARIAS,Agronomia
5953158811160883,CIENCIAS_AGRARIAS,Agronomia
5968043766728580,CIENCIAS_BIOLOGICAS,Microbiologia
5973712900242603,CIENCIAS_SOCIAIS_APLICADAS,Administração
5974664273830910,ENGENHARIAS,Engenharia Química
5979862734558983,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
5980170934785365,CIENCIAS_DA_SAUDE,Farmácia
5988817460788034,ENGENHARIAS,Engenharia Elétrica
5989233042856714,ENGENHARIAS,Engenharia Elétrica
5994046237491735,CIENCIAS_DA_SAUDE,Fisioterapia e Terapia Ocupacional
5994311290376153,CIENCIAS_EXATAS_E_DA_TERRA,Química
5996625850968077,CIENCIAS_HUMANAS,História
5997264614569359,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
5998337634888263,CIENCIAS_BIOLOGICAS,Ecologia
6008062704776395,CIENCIAS_BIOLOGICAS,Zoologia
6009323021564287,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6009412640611523,CIENCIAS_DA_SAUDE,Farmácia
6011936684655367,CIENCIAS_SOCIAIS_APLICADAS,Administração
6015137404238990,CIENCIAS_BIOLOGICAS,Zoologia
6022200145144346,CIENCIAS_BIOLOGICAS,Botânica
6027763770110766,CIENCIAS_DA_SAUDE,Saúde Coletiva
6032731044884103,CIENCIAS_DA_SAUDE,Odontologia
6039007393332552,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
6047330108382641,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
6050302316049061,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6055773616660341,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
6056533356349635,CIENCIAS_SOCIAIS_APLICADAS,Administração
6065403979442915,CIENCIAS_DA_SAUDE,Saúde Coletiva
6068911894498452,CIENCIAS_BIOLOGICAS,Bioquímica
6069274946617843,CIENCIAS_AGRARIAS,Agronomia
6077078808261552,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
6085150808596076,CIENCIAS_HUMANAS,História
6095781463903670,CIENCIAS_AGRARIAS,Agronomia
6102756952860771,CIENCIAS_BIOLOGICAS,Parasitologia
6107603513805052,CIENCIAS_SOCIAIS_APLICADAS,Administração
6119231074162915,CIENCIAS_HUMANAS,História
6124019896265890,CIENCIAS_BIOLOGICAS,Biofísica
6127043775208484,CIENCIAS_DA_SAUDE,Farmácia
6127404264103466,ENGENHARIAS,Engenharia Elétrica
6128096609162437,ENGENHARIAS,Engenharia Elétrica
6138452105535705,CIENCIAS_HUMANAS,Psicologia
6139200689397504,ENGENHARIAS,Engenharia Elétrica
6140970945820171,ENGENHARIAS,Engenharia Civil
6141190119426087,CIENCIAS_HUMANAS,Antropologia
6154250221552525,CIENCIAS_EXATAS_E_DA_TERRA,Química
6156509933307243,CIENCIAS_SOCIAIS_APLICADAS,Ciência da Informação
6157005463336726,CIENCIAS_EXATAS_E_DA_TERRA,Física
6158457741835329,ENGENHARIAS,Engenharia Civil
6159042833362242,ENGENHARIAS,Engenharia de Produção
6159093393030461,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
6161143914254137,CIENCIAS_AGRARIAS,Agronomia
6161776417311771,CIENCIAS_HUMANAS,Educação
6176482316661283,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
6178330814144839,CIENCIAS_SOCIAIS_APLICADAS,Economia
6179004286433720,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6179626872094896,CIENCIAS_HUMANAS,Sociologia
6188087583954899,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6190020312452988,ENGENHARIAS,Engenharia Mecânica
6202822187041175,CIENCIAS_SOCIAIS_APLICADAS,Administração
6206135067669212,ENGENHARIAS,Engenharia de Minas
6214289236131303,CIENCIAS_SOCIAIS_APLICADAS,Administração
6219831410359178,,
6223011493102530,CIENCIAS_AGRARIAS,Agronomia
6225924782510184,CIENCIAS_HUMANAS,Psicologia
6237731596560480,LINGUISTICA_LETRAS_E_ARTES,Letras
6238219709706103,ENGENHARIAS,Engenharia Elétrica
6244428434217018,ENGENHARIAS,Engenharia Química
6249003853117061,CIENCIAS_DA_SAUDE,Saúde Coletiva
6249814039461102,CIENCIAS_BIOLOGICAS,Botânica
6257794694839685,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6270626469557436,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
6273572276527568,CIENCIAS_EXATAS_E_DA_TERRA,Química
6281292981405515,CIENCIAS_EXATAS_E_DA_TERRA,Física
6281644588548940,ENGENHARIAS,Engenharia Elétrica
6281797821607307,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
6283229356803322,CIENCIAS_AGRARIAS,Recursos Florestais e Engenharia Florestal
6284386218725402,ENGENHARIAS,Engenharia Elétrica
6288735286919040,ENGENHARIAS,Engenharia de Energia
6291354144339437,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
6291864794986993,CIENCIAS_HUMANAS,Ciência Política
6292879655540619,CIENCIAS_AGRARIAS,Agronomia
6293291442552572,CIENCIAS_AGRARIAS,Agronomia
6297361141719296,CIENCIAS_DA_SAUDE,Medicina
6303297687237256,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
6308654636489350,CIENCIAS_HUMANAS,Geografia
6309225172752964,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6310881885990978,CIENCIAS_EXATAS_E_DA_TERRA,Química
6314571767850075,CIENCIAS_BIOLOGICAS,Microbiologia
6318695398971643,CIENCIAS_HUMANAS,Sociologia
6327774615748812,CIENCIAS_AGRARIAS,Agronomia
6328420212181284,CIENCIAS_EXATAS_E_DA_TERRA,Física
6330279254229431,ENGENHARIAS,Engenharia de Produção
6331549243758044,,
6335861954229757,CIENCIAS_HUMANAS,História
6336151484882362,CIENCIAS_HUMANAS,Ciência Política
6337530512119332,CIENCIAS_EXATAS_E_DA_TERRA,Química
6345339220512423,CIENCIAS_EXATAS_E_DA_TERRA,Física
6345380739703345,CIENCIAS_AGRARIAS,
6345440666273561,CIENCIAS_EXATAS_E_DA_TERRA,Química
6350941947291905,ENGENHARIAS,Engenharia Civil
6360084035024973,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6362222729498688,CIENCIAS_SOCIAIS_APLICADAS,Administração
6367176618425888,CIENCIAS_BIOLOGICAS,Fisiologia
6372375421254490,CIENCIAS_BIOLOGICAS,Bioquímica
6372649810646310,CIENCIAS_EXATAS_E_DA_TERRA,Química
6383021762144230,CIENCIAS_AGRARIAS,Medicina Veterinária
6392098471663725,CIENCIAS_AGRARIAS,Agronomia
6400934417933768,ENGENHARIAS,Engenharia Elétrica
6402361744624287,ENGENHARIAS,Engenharia Civil
6403641613710747,CIENCIAS_DA_SAUDE,Educação Física
6411632452302261,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6421182991125434,CIENCIAS_DA_SAUDE,Farmácia
6422282278596618,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6424432214565576,CIENCIAS_DA_SAUDE,Farmácia
6430514515393384,CIENCIAS_BIOLOGICAS,Parasitologia
6433828746058651,CIENCIAS_BIOLOGICAS,Bioquímica
6436834586482218,CIENCIAS_HUMANAS,Sociologia
6438010553186114,LINGUISTICA_LETRAS_E_ARTES,Letras
6438633094553520,CIENCIAS_HUMANAS,Ciência Política
6442201572676110,CIENCIAS_AGRARIAS,Engenharia Agrícola
6445841478978597,CIENCIAS_EXATAS_E_DA_TERRA,Química
6446649203260844,CIENCIAS_EXATAS_E_DA_TERRA,Oceanografia
6449444815262487,CIENCIAS_SOCIAIS_APLICADAS,Economia
6450391076169900,CIENCIAS_BIOLOGICAS,Botânica
6454269644052069,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6461932805633864,CIENCIAS_AGRARIAS,Zootecnia
6463780458075153,CIENCIAS_EXATAS_E_DA_TERRA,Química
6470801142782000,CIENCIAS_HUMANAS,Sociologia
6473264538281674,CIENCIAS_EXATAS_E_DA_TERRA,Química
6477397959081311,ENGENHARIAS,Engenharia Elétrica
6478798235384802,CIENCIAS_HUMANAS,História
6481163312421475,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6483114881983756,CIENCIAS_BIOLOGICAS,Genética
6484967625971729,CIENCIAS_EXATAS_E_DA_TERRA,Química
6491817482510411,CIENCIAS_HUMANAS,Antropologia
6493669115018157,CIENCIAS_BIOLOGICAS,Genética
6500182188147733,CIENCIAS_EXATAS_E_DA_TERRA,Química
6500432536491071,ENGENHARIAS,Engenharia de Produção
6517475992705283,ENGENHARIAS,Engenharia Civil
6523502119714123,ENGENHARIAS,Engenharia Civil
6529562882135048,LINGUISTICA_LETRAS_E_ARTES,Letras
6532338737692493,OUTROS,Microeletrônica
6544526824923185,CIENCIAS_BIOLOGICAS,Zoologia
6560563332731046,CIENCIAS_EXATAS_E_DA_TERRA,Química
6564425041995316,ENGENHARIAS,Engenharia Mecânica
6567845958203279,CIENCIAS_SOCIAIS_APLICADAS,Comunicação
6571341124735078,CIENCIAS_EXATAS_E_DA_TERRA,Oceanografia
6589923900560372,CIENCIAS_DA_SAUDE,Saúde Coletiva
6593791618258903,ENGENHARIAS,Engenharia Química
6603422516062090,,
6606091691004002,CIENCIAS_DA_SAUDE,Fonoaudiologia
6607900299430351,CIENCIAS_EXATAS_E_DA_TERRA,Química
6608329267627163,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
6610260636799744,CIENCIAS_AGRARIAS,Agronomia
6619827107636765,LINGUISTICA_LETRAS_E_ARTES,Letras
6622034231367623,CIENCIAS_HUMANAS,Ciência Política
6624843385034057,CIENCIAS_HUMANAS,Psicologia
6625713222027117,CIENCIAS_EXATAS_E_DA_TERRA,Química
6627082018955988,CIENCIAS_AGRARIAS,Ciência e Tecnologia de Alimentos
6633214640701119,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6635523086396765,CIENCIAS_BIOLOGICAS,Ecologia
6636371751614312,CIENCIAS_AGRARIAS,Agronomia
6638697951841821,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6639264737733572,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6639373563533147,CIENCIAS_SOCIAIS_APLICADAS,Administração
6642036918358829,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6642614314249059,ENGENHARIAS,Engenharia de Produção
6643474871838788,CIENCIAS_EXATAS_E_DA_TERRA,Física
6647492142392254,CIENCIAS_EXATAS_E_DA_TERRA,Física
6649379535255380,CIENCIAS_AGRARIAS,Zootecnia
6651224672106734,ENGENHARIAS,Engenharia Biomédica
6652387343920028,CIENCIAS_EXATAS_E_DA_TERRA,Química
6655220210646928,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6671155842231311,CIENCIAS_AGRARIAS,Agronomia
6675251190520162,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6677797217339969,ENGENHARIAS,Engenharia Elétrica
6678412027279043,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6680317505260795,CIENCIAS_AGRARIAS,Zootecnia
6680356632730139,CIENCIAS_EXATAS_E_DA_TERRA,Oceanografia
6686006511239188,CIENCIAS_BIOLOGICAS,Biofísica
6705125228904432,CIENCIAS_AGRARIAS,Agronomia
6705777988640459,CIENCIAS_AGRARIAS,Agronomia
6710783324317390,CIENCIAS_BIOLOGICAS,Microbiologia
6716515066536814,ENGENHARIAS,Engenharia Química
6720259398546662,CIENCIAS_EXATAS_E_DA_TERRA,Química
6723468271805377,CIENCIAS_SOCIAIS_APLICADAS,Economia
6723737598210318,CIENCIAS_SOCIAIS_APLICADAS,Economia
6724041720833092,LINGUISTICA_LETRAS_E_ARTES,Letras
6726675305706341,CIENCIAS_AGRARIAS,Agronomia
6730543200776161,CIENCIAS_AGRARIAS,Agronomia
6731029375224939,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6737702893357412,LINGUISTICA_LETRAS_E_ARTES,Artes
6743907206299446,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6746729845836847,,
6751432425532870,CIENCIAS_BIOLOGICAS,Botânica
6775752719088891,ENGENHARIAS,Engenharia de Materiais e Metalúrgica
6775881207493500,ENGENHARIAS,Engenharia Mecânica
6775918052021463,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6778876983012103,CIENCIAS_EXATAS_E_DA_TERRA,Física
6789231663019357,CIENCIAS_BIOLOGICAS,Genética
6791290388385210,CIENCIAS_HUMANAS,Psicologia
6800442072685268,CIENCIAS_HUMANAS,Ciência Política
6801014238742352,ENGENHARIAS,Engenharia Elétrica
6803571168057331,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6811505291997911,CIENCIAS_AGRARIAS,Agronomia
6813148558566741,CIENCIAS_SOCIAIS_APLICADAS,Economia
6816603089210442,CIENCIAS_EXATAS_E_DA_TERRA,Ciência da Computação
6817610257792272,CIENCIAS_BIOLOGICAS,Ecologia
6825512654223870,ENGENHARIAS,Engenharia Elétrica
6828550034661765,CIENCIAS_EXATAS_E_DA_TERRA,Física
6829111589524333,CIENCIAS_BIOLOGICAS,Zoologia
6834497622047154,ENGENHARIAS,Engenharia Elétrica
6836392358779448,CIENCIAS_EXATAS_E_DA_TERRA,Química
6839832439709867,CIENCIAS_EXATAS_E_DA_TERRA,Química
6841118121493906,CIENCIAS_AGRARIAS,Medicina Veterinária
6842729418746590,CIENCIAS_EXATAS_E_DA_TERRA,Química
6842814109890383,CIENCIAS_HUMANAS,Filosofia
6847063606394701,CIENCIAS_BIOLOGICAS,Biologia Geral
6854950768271660,ENGENHARIAS,Engenharia Mecânica
6856157130437305,ENGENHARIAS,Engenharia Elétrica
6866236850154260,CIENCIAS_EXATAS_E_DA_TERRA,Física
6872847162199767,CIENCIAS_BIOLOGICAS,Ecologia
6873414697016839,CIENCIAS_HUMANAS,Educação
6874717097891723,CIENCIAS_HUMANAS,Sociologia
6880348154073236,CIENCIAS_EXATAS_E_DA_TERRA,Química
6882672148403531,CIENCIAS_DA_SAUDE,Educação Física
6884704999022918,CIENCIAS_SOCIAIS_APLICADAS,Direito
6888892134532265,CIENCIAS_EXATAS_E_DA_TERRA,Física
6891930557384789,CIENCIAS_BIOLOGICAS,Genética
6893941321946438,ENGENHARIAS,Engenharia Elétrica
6896663309448082,CIENCIAS_EXATAS_E_DA_TERRA,Química
6898718306724146,ENGENHARIAS,Engenharia Aeroespacial
6902095526533812,ENGENHARIAS,Engenharia Civil
6903653527541008,CIENCIAS_EXATAS_E_DA_TERRA,Física
6904664680467646,CIENCIAS_EXATAS_E_DA_TERRA,Matemática
6909434144537391,CIENCIAS_EXATAS_E_DA_TERRA,Química
6910124128030609,ENGENHARIAS,Engenharia Sanitária
6911466624133651,CIENCIAS_SOCIAIS_APLICADAS,Economia
6917610534427322,CIENCIAS_AGRARIAS,Agronomia
6919553833211231,CIENCIAS_HUMANAS,Ciência Política
6920886439060825,CIENCIAS_DA_SAUDE,Nutrição
6922571767923420,ENGENHARIAS,Engenharia Sanitária
6932170700672349,CIENCIAS_SOCIAIS_APLICADAS,Economia
6937785704125194,CIENCIAS_EXATAS_E_DA_TERRA,Química
6947268789571591,CIENCIAS_HUMANAS,Psicologia
6952076109453197,CIENCIAS_EXATAS_E_DA_TERRA,Física
6957024195477387,CIENCIAS_BIOLOGICAS,Ecologia
6961824868832863,CIENCIAS_BIOLOGICAS,Genética
6967504648901128,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6968560510108605,CIENCIAS_EXATAS_E_DA_TERRA,Química
6973820663339281,CIENCIAS_EXATAS_E_DA_TERRA,Geociências
6975671584196709,CIENCIAS_AGRARIAS,Zootecnia
6981544241598363,CIENCIAS_HUMANAS,História
6983415874704811,ENGENHARIAS,Engenharia Mecânica
6983758247542086,CIENCIAS_AGRARIAS,Recursos Pesqueiros e Engenharia de Pesca
6985941326043101,CIENCIAS_BIOLOGICAS,Parasitologia
6991824880537204,CIENCIAS_SOCIAIS_APLICADAS,Administração
6991878627141193,ENGENHARIAS,Engenharia Elétrica
7000419726388412,CIENCIAS_SOCIAIS_APLICADAS,Economia
7007713327410057,CIENCIAS_HUMANAS,Educação
7008929485792099,CIENCIAS_HUMANAS,Ciência Política
7013056055729123,ENGENHARIAS,Engenharia Elétrica
7018522179059194,ENGENHARIAS,Engenharia Mecânica
7022519480996266,CIENCIAS_AGRARIAS,Agronomia
7031943120642028,CIENCIAS_BIOLOGICAS,Fisiologia
7032301842334963,CIENCIAS_BIOLOGICAS,Imunologia
7034773971317045,CIENCIAS_EXATAS_E_DA_TERRA,Química
7036280752466413,ENGENHARIAS,Engenharia Civil
