Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
8973547754946152,Sao Paulo,SP,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
8974631592328450,Santa Maria,RS,Brasil,Universidade Federal de Pelotas,Capão do Leão,RS,Brasil
8981093674184215,São João dos Patos,MA,Brasil,Universidade Federal do Piauí,Teresina,PI,Brasil
8997137904643903,salvador,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
9001080678314168,Brasília,DF,Brasil,Universidade de Brasília,Brasília,DF,Brasil
9002682113889454,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9002784880708799,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9002981704526120,Iguai,BA,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9003489318938913,Viçosa,MG,Brasil,Universidade do Vale do Rio dos Sinos,Porto Alegre,RS,Brasil
9004968476181175,Erechim,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
9016348910585182,RECIFE,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
9021022604415420,Rolândia,PR,Brasil,Universidade Presidente Antônio Carlos,Uba,MG,Brasil
9021723203921809,São Paulo,SP,Brasil,Universidade do Vale do Itajaí,São José,SC,Brasil
9022114984683823,CURITIBA,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
9031031416668495,SÃO JOÃO DA PONTE,MG,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
9034464973747919,São Paulo,SP,Brasil,Centro Universitário da Fundação Educacional Inaciana Padre Sabóia de Medei,Sao Bernardo do Campo,SP,Brasil
9037349417947599,,PE,Brasil,Laboratório Nacional de Computação Científica,Petrópolis,RJ,Brasil
9039283386176018,Aracaju,SE,Brasil,Universidade Federal de Sergipe,São Cristóvão,SE,Brasil
9045006667266588,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9054517540280709,Mossoró,RN,Brasil,Universidade Federal Rural do Semi-Árido,Mossoró,RN,Brasil
9065501029560884,Luz,MG,Brasil,Universidade Católica de Brasília,Brasília,DF,Brasil
9068052682710941,Una,BA,Brasil,Universidade Federal do Sul da Bahia,Itabuna,BA,Brasil
9068398878906966,Franca,SP,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
9071139796908984,Timóteo,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
9072493758329101,Ribeirão Preto,SP,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9076184948422530,São José do Rio Preto,SP,Brasil,Universidade Federal do Vale do São Francisco,Petrolina,PE,Brasil
9082069520269585,Santa Maria,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
9083847675351817,São Paulo,SP,Brasil,Instituto de Biociências da Usp,São Paulo,SP,Brasil
9090850388628824,São Paulo,SP,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9099032959087648,Rio Negro,PR,Brasil,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
9099413162597603,Independência,RS,Brasil,Universidade Estadual de Santa Cruz,Ilhéus,BA,Brasil
9103355732367822,Cajazeiras,PB,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
9106754041376544,Petrópolis,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9108471025746879,Vilnius,,Rússia,Instituto Nacional de Matemática Pura e Aplicada,Rio de Janeiro,RJ,Brasil
9116864917971678,Niterói,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9118075016908696,São Paulo,SP,Brasil,Psicologia. Reflexão e Crítica
9123702879001302,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9137226205129315,São Mamede,PB,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
9140990601961322,Nioaque,MS,Brasil,Universidade de São Paulo,São Carlos,SP,Brasil
9142253802157221,Turvo,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
9146559931407210,Belo Horizonte,MG,Brasil,Divlgação Científica,Rio de Janeiro,RJ,Brasil
9155451674638457,ARAÇATUBA,SP,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
9163718529870752,Campo Grande,MS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9171209579621221,RIO DE JANEIRO,RJ,Brasil,Universidade do Estado do Rio de Janeiro,São Gonçalo,RJ,Brasil
9171815778534257,Presidente Prudente,SP,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
9179189728013478,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9181245778205654,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9185818270225480,Ubá,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
9188673050290716,Vitória,ES,Brasil,Fundação Getulio Vargas - SP,São Paulo,SP,Brasil
9192468880980905,Fortaleza,CE,Brasil,Universidade Federal do Maranhão,São Luís,MA,Brasil
9197019775809808,Montes Claros,MG,Brasil,Universidade Estadual do Oeste do Paraná,Cascavel,PR,Brasil
9198426685541534,SALVADOR,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
9199970180870105,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9203166882319253,Tandil,,Argentina,Universidade Federal do Paraná,Curitiba,PR,Brasil
9211345386050612,Belo Horizonte,MG,Brasil,Fundação Oswaldo Cruz,Belo Horizonte,MG,Brasil
9221592908532393,Rio de Janeiro,RJ,Brasil,Universidade Federal Rural do Rio de Janeiro,Seropédica,RJ,Brasil
9221640062810564,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,PORTO ALEGRE,RS,Brasil
9222024053983021,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9223644407644508,Juiz de Fora,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
9223776544881741,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
9225532686125475,Juiz de Fora,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
9229153363435258,Marechal Cândido Rondon,PR,Brasil,Universidade Estadual do Oeste do Paraná,Toledo,PR,Brasil
9231627080617037,Candido Mota,SP,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
9244474518505985,Santa Rosa,RS,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
9248567058033141,Pelotas,RS,Brasil,Universidade Tecnológica Federal do Paraná,Curitiba,PR,Brasil
9258600363992264,Barão de Cocais,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9260270756078209,Recife,PE,Brasil,Fundação Oswaldo Cruz,Recife,PE,Brasil
9260792624083196,Taubaté,SP,Brasil,SECRETARIA DO MEIO AMBIENTE E INFRAESTRUTURA,Porto Alegre,RS,Brasil
9263042062534666,LAGES,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
9273970810726254,Natal,RN,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
9282001628814111,Porto Alegre,RS,Brasil,Universidade do Extremo Sul Catarinense,Criciúma,SC,Brasil
9282781502948537,Rio de Janeiro,RJ,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
9289080285504453,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
9291398329256011,Uberlândia,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
9292875989190330,São Paulo,SP,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
9293245069875867,Recife,PE,Brasil,Universidade Federal de Sergipe,São Cristóvão,SE,Brasil
9297265329891518,Castelo do Piauí,PI,Brasil,Universidade Federal de Campina Grande,Patos,PB,Brasil
9299585302216595,Santo Amaro da Imperatriz,SC,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
9299611083775270,São Paulo,SP,Brasil,Universidade de São Paulo,Sao Paulo,SP,Brasil
9300779591180421,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9300936571715992,Maceió,AL,Brasil,Universidade Federal de Alagoas,Maceió,AL,Brasil
9304493875700070,Maringá,PR,Brasil,Universidade Estadual do Oeste do Paraná,Toledo,PR,Brasil
9306076279698808,Lisboa,,Portugal,Universidade Federal Rural do Rio de Janeiro,Seropédica,RJ,Brasil
9306977460682234,Recife,PE,Brasil,Universidade Federal de Pernambuco
9311555269988027,São Paulo,SP,Brasil,Universidade Estadual de Montes Claros,Montes Claros,MG,Brasil
9314029648579658,Niterói,RJ,Brasil,Universidade Federal Fluminense,Niteroi,RJ,Brasil
9316330486641253,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9322257626260192,Sao Paulo,SP,Brasil,Insper Instituto de Ensino e Pesquisa,São Paulo,SP,Brasil
9323158689549288,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9327448059179976,Bambuí,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9330950719388986,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9349231264931956,São Lourenço D'Oeste,SC,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
9358366674842900,Vitória,ES,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
9359704557693024,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9370302184981304,Juiz de Fora,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
9370386307411916,Canguçu,RS,Brasil,Universidade Federal de Pelotas,Capão do Leão,RS,Brasil
9374460427113373,Nova Friburgo,RJ,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
9375639768929991,Carazinho,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
9376359238443176,Campo Grande,MS,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9376514233715653,Rio de Janeiro,RJ,Brasil,Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia,Rio de Janeiro,RJ,Brasil
9378190351379861,Passo Fundo,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
9385103078887175,Florianópolis,SC,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9393006603341915,Rio de Janeiro,RJ,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
9395715443254344,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
9403222681503465,São Paulo,SP,Brasil,Universidade Anhembi Morumbi,São Paulo,SP,Brasil
9406649599736742,Passo Fundo,RS,Brasil,Universidade Regional Integrada do Alto Uruguai e das Missões,Erechim,RS,Brasil
9407718849634806,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
9408600883511429,Juiz de Fora,MG,Brasil,Instituto Nacional de Câncer,Rio de Janeiro,RJ,Brasil
9411253722342940,Castelo,ES,Brasil,Universidade Federal da Grande Dourados,Dourados,MS,Brasil
9411831923398241,Catanduva,SP,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
9415018624563178,Diamantina,MG,Brasil,Universidade Federal de Minas Gerais,Montes Claros,MG,Brasil
9419564604488031,Belém,PA,Brasil,Museu Paraense Emílio Goeldi,Belém,PA,Brasil
9420174776726570,São Paulo,SP,Brasil,Universidade do Vale do Itajaí
9421751922437956,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9426768516270085,Santa Cruz do Sul,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
,Salvador,BA,Brasil,Universidade Federal da Bahia,SALVADOR,BA,Brasil
9439210358405759,Rio de Janeiro,RJ,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
9439858291700830,Suzano,SP,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
9441049973896483,FORTALEZA,CE,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
9442171708024416,Wareham,,Inglaterra,Universidade Federal de Alagoas,Maceió,AL,Brasil
9442664779197832,João Pessoa,PB,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
9449940655719033,Tupi Paulista,SP,Brasil,Universidade Estadual do Centro-Oeste,Guarapuava,PR,Brasil
9451082233257249,Belo Horizonte,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
9458496222461501,Porto Alegre,RS,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul
9464426252438168,Rolim de Moura,RO,Brasil,Universidade Federal da Grande Dourados,Dourados,MS,Brasil
9474032258378987,Viçosa,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
9474621147155251,Porto Alegre,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
9480268986413015,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9480592766110055,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9490312100572373,Ouro Preto,MG,Brasil,Universidade Federal do Rio de Janeiro
9496853078201277,Camaquã,RS,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
9503774221227922,Umuarama,PR,Brasil,Universidade Federal do Paraná,Jandaia do Sul,PR,Brasil
9511067342067027,São Borja,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9512014003639405,NATAL,RN,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
9513393836022196,João Pessoa,PB,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
9514309218273598,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9521104199852400,Nova Prata,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9524885475616516,Canela,RS,Brasil,Universidade do Vale do Rio dos Sinos,São Leopoldo,RS,Brasil
9524925469588983,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9527193250756102,São Paulo,SP,Brasil,Instituto Nacional de Pesquisas Espaciais,São José dos Campos,SP,Brasil
9529870514669368,Recife,PE,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
9533923853937162,Rio de Janeiro,RJ,Brasil,Fundação Oswaldo Cruz,Recife,PE,Brasil
9535835543378743,Quilombo,SC,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9538142371454660,SÃO PAULO,SP,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Aracaju,SE,Brasil
9539416788412797,Adolfo Gonzales Chaves,,Argentina,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9544258230755043,Salgueiro,PE,Brasil,Universidade Federal de Minas Gerais,Montes Claros,MG,Brasil
9551383663863628,Monte Aprazível,SP,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9551646929257730,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
9554142049617388,São Paulo,SP,Brasil,Universidade Presbiteriana Mackenzie,São Paulo,SP,Brasil
9554652433700829,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
9558308121632441,Rio de Janeiro,RJ,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
9561321244059449,Goiânia,GO,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
9562026485353606,Reconquista,,Argentina,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9562316044920852,Rio de Janeiro,RJ,Brasil,Universidade Federal do Espírito Santo,Vitória,ES,Brasil
9562419488036506,Taquara,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9563312407691130,Piraju,SP,Brasil,Universidade Federal de São Carlos,Sao Carlos,SP,Brasil
9564757214641074,Salvador,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
9567264526096951,Uberaba,MG,Brasil,Universidade de Uberaba,Uberaba,MG,Brasil
9568021117744368,Rio Claro,SP,Brasil,Pontifícia Universidade Católica do Paraná,Curitiba,PR,Brasil
9573924260693571,ARAGUARI,MG,Brasil,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Campos dos Goytacazes,RJ,Brasil
9579859673529534,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9584107783216465,Porto Alegre,RS,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,RS,Brasil
9588738213862295,Chapecó,SC,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
9592727826334407,Goiânia,GO,Brasil,"Universidade Federal de Goiás, campus Jataí",Jataí,GO,Brasil
9596100367613471,Belém,PA,Brasil,"Ministério da Ciência, Tecnologia e Inovações",Belém,PA,Brasil
9602707802326509,Belo Horizonte,MG,Brasil,Instituto Tecnológico Vale Desenvolvimento Sustentável,Belém,PA,Brasil
9604779812877836,Florianopolis,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
9609912655173252,Independência,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
9611663248753416,João Neiva,ES,Brasil,Universidade Federal do Espírito Santo,Vitória,ES,Brasil
9615448923708075,Alegre ES,ES,Brasil,Universidade Estadual de Santa Cruz,Ilhéus,BA,Brasil
9617425761648334,Ouro,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
9629434340424424,Salvador,BA,Brasil,Banco Central,Rio de Janeiro,RJ,Brasil
9630287863419394,Piratuba,SC,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
9632331329760037,Mogi Mirim,SP,Brasil,Fundação Oswaldo Cruz,Curitiba,PR,Brasil
9632409046763256,Campinas,SP,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
9638917902863360,Salvador,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
9646128822992835,Alfenas,MG,Brasil,Universidade Federal de Uberlândia,Monte Carmelo,MG,Brasil
9646492923898649,Itapipoca,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
9646706190980717,Fortaleza,CE,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9651282560443317,Porto Alegre,RS,Brasil,Universidade do Estado de Santa Catarina,Lages,SC,Brasil
9655645041052617,Salvador,BA,Brasil,Fundação Getulio Vargas - SP,São Paulo,SP,Brasil
9657118649043311,Recife,PE,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
9659007776030357,Rio de Janeiro,RJ,Brasil,Universidade de Brasília,Brasília,DF,Brasil
9664457353008583,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9673923147586714,Venâncio Aires,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
9681273613446080,Poxoreu,MT,Brasil,Universidade Anhanguera-Uniderp,Campo Grande,MS,Brasil
9682463613649812,Santa Maria,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
9685485796085024,São Paulo,SP,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
9693238472075005,Nossa Senhora Das Dores,SE,Brasil,Universidade Federal de Sergipe,São Cristóvão,SE,Brasil
9698540158266610,Ituverava,SP,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
9700223144761798,Raul Soares,MG,Brasil,Instituto Nacional de Matemática Pura e Aplicada,Rio de Janeiro,RJ,Brasil
9700792111588336,Poços de Caldas,MG,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
9708788401690874,São José do Rio Preto,SP,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
9710589741627606,Presidente Prudente,SP,Brasil,Universidade Federal de Sergipe,São Cristóvão,SE,Brasil
9710960477270791,Taguatinga,DF,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
9716894627560125,Bacabal,MA,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Belém,PA,Brasil
9720274214573371,Ribeirao Preto,SP,Brasil,Universidade Federal de São Carlos,Sao Carlos,SP,Brasil
9723758439733361,Belém,PA,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
9735333846587797,Rio de Janeiro,RJ,Brasil,Universidade Federal Fluminense,Niteroi,RJ,Brasil
9735784382205582,Varzea da Palma,MG,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
9740537725465448,Rio de Janeiro,RJ,Brasil,Fundação Getúlio Vargas,Rio de Janeiro,RJ,Brasil
9755074017170793,Porto Alegre,RS,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
9757343999118047,Natal,RN,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
9764445070503572,São Paulo,SP,Brasil,Universidade de São Paulo,São Carlos,SP,Brasil
9771375337451257,Sr do Bomfim,BA,Brasil,Universidade Católica de Brasília,Brasília,DF,Brasil
